Prompt,Model Response
"Context: R-406 and QS-11 have a Loewe score of: -0.0342. FK866 and QS-11 have a Loewe score of: -0.7233. Midostaurin and QS-11 have a Loewe score of: -0.2356. Bortezomib and QS-11 have a Loewe score of: -0.2977. FK866 and R-406 have a Loewe score of: -0.4393. R-406 and Midostaurin have a Loewe score of: -0.3543. Bortezomib and R-406 have a Loewe score of: -0.2549. FK866 and Midostaurin have a Loewe score of: -0.3527. FK866 and Bortezomib have a Loewe score of: -1.7405. Bortezomib and Midostaurin have a Loewe score of: -0.2268.  The drug combination to analyze is: FK866, QS-11, R-406, Midostaurin, Bortezomib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________
"Context: Tadalafil and Temozolomide have a Loewe score of: -0.059.  The drug combination to analyze is: Temozolomide, Tadalafil Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________________________________________

The following table summarizes the drug combinations that have been evaluated in the literature. _______________________________________________________________________________

Drugs that have been evaluated in the literature: Temozolomide, Tadalafil, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolom"
"Context: TAK-715 and Temozolomide have a Loewe score of: -0.049.  The drug combination to analyze is: Temozolomide, TAK-715 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Abt-751 and Temozolomide have a Loewe score of: -0.349.  The drug combination to analyze is: Abt-751, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: Naringin and Temozolomide have a Loewe score of: -0.0371.  The drug combination to analyze is: Temozolomide, Naringin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: Naringin and Temozolomide (Naringin) - (Naringin) - (Temozolomide) - (Naringin) - (Temozolomide) - (Naringin) -
"Context: Thalidomide and Thioguanine have a Loewe score of: -0.5809. Oxaliplatin and Thalidomide have a Loewe score of: -0.3214. Oxaliplatin and Thioguanine have a Loewe score of: -0.3814.  The drug combination to analyze is: Thalidomide, Oxaliplatin, Thioguanine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," The drug combination to analyze is: Thalidomide, Oxaliplatin, Thioguanine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: Thalidomide, Oxaliplatin, Thioguanine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is"
"Context: Erlotinib and Rosiglitazone have a Loewe score of: -0.188. Everolimus and Rosiglitazone have a Loewe score of: -0.252. Everolimus and Erlotinib have a Loewe score of: -0.5877.  The drug combination to analyze is: Erlotinib, Everolimus, Rosiglitazone Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: Dabrafenib and Temozolomide have a Loewe score of: -0.1401.  The drug combination to analyze is: Dabrafenib, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Dabrafenib, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Dabrafenib, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Dabrafen"
"Context: Avobenzone and Temozolomide have a Loewe score of: -0.119.  The drug combination to analyze is: Temozolomide, Avobenzone Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: PIK-293 and Temozolomide have a Loewe score of: 0.004.  The drug combination to analyze is: PIK-293, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: PIK-293, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: PIK-293, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: PIK-293, Tem"
"Context: Glyburide and Temozolomide have a Loewe score of: -0.1781.  The drug combination to analyze is: Temozolomide, Glyburide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: PD-325901 and Ridaforolimus have a Loewe score of: -0.1033. PD-325901 and MK-8776 have a Loewe score of: -0.2132. Lapatinib and PD-325901 have a Loewe score of: -0.0886. PD-325901 and Temozolomide have a Loewe score of: -0.229. Ridaforolimus and MK-8776 have a Loewe score of: -0.3. Lapatinib and Ridaforolimus have a Loewe score of: -0.2666. Ridaforolimus and Temozolomide have a Loewe score of: -0.1983. Lapatinib and MK-8776 have a Loewe score of: -0.1447. Temozolomide and MK-8776 have a Loewe score of: -0.1628. Temozolomide and Lapatinib have a Loewe score of: -0.185.  The drug combination to analyze is: Ridaforolimus, Temozolomide, Lapatinib, MK-8776, PD-325901 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.",                                                                                                    
"Context: Triamterene and Temozolomide have a Loewe score of: -0.1541.  The drug combination to analyze is: Temozolomide, Triamterene Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Erlotinib and Obatoclax mesylate have a Loewe score of: -0.1574. Paclitaxel and Obatoclax mesylate have a Loewe score of: -0.2713. Paclitaxel and Erlotinib have a Loewe score of: -0.1158.  The drug combination to analyze is: Erlotinib, Obatoclax mesylate, Paclitaxel Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", The drug combination to analyze is: ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ ______________________________________________ 
"Context: Indole-3-carbinol and Vorinostat have a Loewe score of: -0.0384. Vorinostat and Lfm-a13 have a Loewe score of: -0.0775. Indole-3-carbinol and Lfm-a13 have a Loewe score of: -0.2925.  The drug combination to analyze is: Lfm-a13, Indole-3-carbinol, Vorinostat Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.",                                                                                                    
"Context: WAY-600 and Temozolomide have a Loewe score of: -0.5891.  The drug combination to analyze is: Temozolomide, WAY-600 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Rivastigmine tartrate and Temozolomide have a Loewe score of: -0.1261.  The drug combination to analyze is: Rivastigmine tartrate, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Rivastigmine tartrate, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Rivastigmine tartrate, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is"
"Context: Alogliptin and Temozolomide have a Loewe score of: -0.021.  The drug combination to analyze is: Temozolomide, Alogliptin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Alogliptin, Alogliptin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Alogliptin, Alogliptin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Alogliptin, Alogli"
"Context: CGS 21680 hydrochloride and Temozolomide have a Loewe score of: -0.0601.  The drug combination to analyze is: CGS 21680 hydrochloride, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: CGS 21680 hydrochloride and Temozolomide (CGS 21680) - ( )
"Context: Alisertib and Zocor have a Loewe score of: -0.2777.  The drug combination to analyze is: Zocor, Alisertib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Prucalopride and Temozolomide have a Loewe score of: -0.02.  The drug combination to analyze is: Prucalopride, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Crizotinib and PX-12 have a Loewe score of: -0.1585.  The drug combination to analyze is: PX-12, Crizotinib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________________________________________

The following table summarizes the drug combinations that are used in the study. _______________________________________________________________________________

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:
"
"Context: Cathepsin inhibitor 1 and Temozolomide have a Loewe score of: -0.1661.  The drug combination to analyze is: Temozolomide, Cathepsin inhibitor 1 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Paclitaxel and RO4929097 have a Loewe score of: -0.0638.  The drug combination to analyze is: RO4929097, Paclitaxel Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: RO4929097, Paclitaxel Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: RO4929097, Paclitaxel Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: RO4929097,"
"Context: Paclitaxel and EHT-1864 have a Loewe score of: 0.0551. Vismodegib and EHT-1864 have a Loewe score of: 0.0486. Everolimus and EHT-1864 have a Loewe score of: -0.0944. Erlotinib and EHT-1864 have a Loewe score of: -0.1429. Paclitaxel and Vismodegib have a Loewe score of: 0.046. Everolimus and Paclitaxel have a Loewe score of: -0.5015. Paclitaxel and Erlotinib have a Loewe score of: -0.1158. Vismodegib and Everolimus have a Loewe score of: -0.3076. Vismodegib and Erlotinib have a Loewe score of: -0.3301. Everolimus and Erlotinib have a Loewe score of: -0.5877.  The drug combination to analyze is: Erlotinib, Everolimus, EHT-1864, Vismodegib, Paclitaxel Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________
"Context: Perifosine and MK-2206 have a Loewe score of: -0.6023.  The drug combination to analyze is: Perifosine, MK-2206 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________________________________________

The following table summarizes the drug combinations that are used in the study. _______________________________________________________________________________

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:

Drugs:
"
"Context: Aspirin and Temozolomide have a Loewe score of: -0.1171.  The drug combination to analyze is: Temozolomide, Aspirin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Silmitasertib and Darinaparsin have a Loewe score of: -0.428. Silmitasertib and Wnti have a Loewe score of: -0.3331. Darinaparsin and Wnti have a Loewe score of: -0.3699.  The drug combination to analyze is: Wnti, Darinaparsin, Silmitasertib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: Atracurium besylate and Temozolomide have a Loewe score of: -0.1441.  The drug combination to analyze is: Atracurium besylate, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," The drug combination to analyze is: Atracurium besylate, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: Atracurium besylate, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: Atracur"
"Context: Hydroxyzine hydrochloride and Temozolomide have a Loewe score of: 0.021.  The drug combination to analyze is: Hydroxyzine hydrochloride, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Hydroxyzine hydrochloride, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Hydroxyzine hydrochloride, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is:"
"Context: Haematoxylin and Temozolomide have a Loewe score of: 0.035.  The drug combination to analyze is: Temozolomide, Haematoxylin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Temozolomide, Haematoxylin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Temozolomide, Haematoxylin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Temoz"
"Context: Tetracycline hydrochloride and Temozolomide have a Loewe score of: -0.0981.  The drug combination to analyze is: Temozolomide, Tetracycline hydrochloride Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: Tetracycline hydrochloride and Temozolomide (Tetracycline hydrochloride) (Tetracycline hydrochloride) (Tetracycline hydrochloride) (Tetracycl
"Context: FH535 and Tie2 kinase inhibitor have a Loewe score of: -0.1248. Darinaparsin and FH535 have a Loewe score of: 0.1646. Fingolimod and FH535 have a Loewe score of: -0.096. Lestaurtinib and FH535 have a Loewe score of: -0.1387. Darinaparsin and Tie2 kinase inhibitor have a Loewe score of: 0.0063. Fingolimod and Tie2 kinase inhibitor have a Loewe score of: -0.4218. Lestaurtinib and Tie2 kinase inhibitor have a Loewe score of: -0.0673. Fingolimod and Darinaparsin have a Loewe score of: -0.1876. Lestaurtinib and Darinaparsin have a Loewe score of: 0.1933. Lestaurtinib and Fingolimod have a Loewe score of: -0.8654.  The drug combination to analyze is: FH535, Darinaparsin, Lestaurtinib, Tie2 kinase inhibitor, Fingolimod Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: Crizotinib and Entinostat have a Loewe score of: -0.2034. Entinostat and Trametinib have a Loewe score of: -0.2183. Crizotinib and Trametinib have a Loewe score of: -0.1548.  The drug combination to analyze is: Trametinib, Crizotinib, Entinostat Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.",                                                                                                    
"Context: Tigecycline and Temozolomide have a Loewe score of: -0.064.  The drug combination to analyze is: Tigecycline, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: Tigecycline and Temozolomide (Tigecycline) - (Post) (Thread)
"Context: A-769662 and Embelin have a Loewe score of: 0.0246.  The drug combination to analyze is: A-769662, Embelin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: A-769662, Embelin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: A-769662, Embelin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: A-769662, Embelin Given the"
"Context: Ki8751 and Temozolomide have a Loewe score of: -0.184.  The drug combination to analyze is: Ki8751, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Everolimus and (E)-3-Tosylacrylonitrile have a Loewe score of: -0.2155. (E)-3-Tosylacrylonitrile and Temozolomide have a Loewe score of: -0.2121. Paclitaxel and (E)-3-Tosylacrylonitrile have a Loewe score of: -0.1912. Vismodegib and (E)-3-Tosylacrylonitrile have a Loewe score of: 0.0595. Everolimus and Temozolomide have a Loewe score of: -0.2113. Everolimus and Paclitaxel have a Loewe score of: -0.5015. Vismodegib and Everolimus have a Loewe score of: -0.3076. Paclitaxel and Temozolomide have a Loewe score of: -0.5. Vismodegib and Temozolomide have a Loewe score of: 0.032. Paclitaxel and Vismodegib have a Loewe score of: 0.046.  The drug combination to analyze is: Temozolomide, Everolimus, Vismodegib, (E)-3-Tosylacrylonitrile, Paclitaxel Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________
"Context: Fimepinostat and Temozolomide have a Loewe score of: -0.62.  The drug combination to analyze is: Temozolomide, Fimepinostat Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Butein and Temozolomide have a Loewe score of: -0.2551.  The drug combination to analyze is: Temozolomide, Butein Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is:  Temozolomide, Butein Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is:  Temozolomide, Butein Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: "
"Context: Nutlin-3 and Dactolisib have a Loewe score of: -0.2894. Nutlin-3 and Everolimus have a Loewe score of: -0.3104. Nutlin-3 and XAV-939 have a Loewe score of: -0.1581. Nutlin-3 and Docetaxel have a Loewe score of: -0.7966. Everolimus and Dactolisib have a Loewe score of: -0.1344. Dactolisib and XAV-939 have a Loewe score of: -0.3422. Docetaxel and Dactolisib have a Loewe score of: -0.6036. Everolimus and XAV-939 have a Loewe score of: -0.7344. Docetaxel and Everolimus have a Loewe score of: -0.4397. Docetaxel and XAV-939 have a Loewe score of: -0.8524.  The drug combination to analyze is: Docetaxel, Everolimus, Nutlin-3, XAV-939, Dactolisib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________
"Context: Darinaparsin and GW-2580 have a Loewe score of: -0.1917.  The drug combination to analyze is: Darinaparsin, GW-2580 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," The drug combination to analyze is: Darinaparsin, GW-2580 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: Darinaparsin, GW-2580 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: Darinaparsin, GW-25"
