Prompt,Model Response
"Context: BMS-387032 and Ku-0063794 have a Loewe score of: -0.1902. BMS-387032 and PD173074 have a Loewe score of: 0.1077. BMS-387032 and Embelin have a Loewe score of: 0.2877. Ku-0063794 and PD173074 have a Loewe score of: -0.0424. Ku-0063794 and Embelin have a Loewe score of: -0.1133. PD173074 and Embelin have a Loewe score of: -0.0187.  The drug combination to analyze is: BMS-38703, PD17307, Ku-006379, Embeli. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Sylacin, Bms-397031, and BPRedICTED have synergized to a TCS-corpus score: PD-17306, BI-"
"Context: PP242 and Temozolomide have a Loewe score of: -0.2083.  The drug combination to analyze is: PP24, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives: Temizolam, PP244 According, to rule (1), if Streptozocin and Loefitin have Loedipine scores of -1.049, Ant"
"Context: Pipobroman and Plicamycin have a Loewe score of: -0.3033.  The drug combination to analyze is: Plicamyci, Pipobroma. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Pfloxacin; Pipomelomide, Paclitaxel; Pluoperazine dihydrate diacetate diarabine diagonide"
"Context: Vorinostat and Oxyphenbutazone have a Loewe score of: -0.0074. Vorinostat and Clofarabine have a Loewe score of: -0.0138. Dihydroqinghaosu and Vorinostat have a Loewe score of: -0.1031. Vorinostat and Nitisinone have a Loewe score of: 0.0306. Clofarabine and Oxyphenbutazone have a Loewe score of: 0.0012. Dihydroqinghaosu and Oxyphenbutazone have a Loewe score of: 0.0326. Nitisinone and Oxyphenbutazone have a Loewe score of: 0.0326. Dihydroqinghaosu and Clofarabine have a Loewe score of: -0.0749. Nitisinone and Clofarabine have a Loewe score of: 0.0012. Nitisinone and Dihydroqinghaosu have a Loewe score of: 0.1462.  The drug combination to analyze is: Clofaarbine, Nitiisnone, Vorionstat, Oxyphenubtazone, Dihydroiqnghaosu. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal combination: Nisoldipine dihydrate diacetate, Clovisertib diuretics, Vismodegib and Vemurafenib have an Additionist Sy"
"Context: 2-Methyladenine and Temozolomide have a Loewe score of: 0.07.  The drug combination to analyze is: 2-Methyaldenine, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives: Temzolomycin, 2-(Methoxyphenbutazone)-3-carbinol have an Loefe of -1.067. Additions to this combination"
"Context: Wye-125132 and Temozolomide have a Loewe score of: -0.258.  The drug combination to analyze is: Wye-215132, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives: Temzolomanide, WY-225132 According, to rule (1), if Streptozocin and Loefitin have an Additonal mixture, Anticipation"
"Context: Krn-633 and Temozolomide have a Loewe score of: -0.3101.  The drug combination to analyze is: Krn-63, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives: Temzolomycin, KrN-64, and Kr-6794 have synergism scores of 0, 0; Additinib and Trametin have antagonism score:"
"Context: Veliparib and MK-8776 have a Loewe score of: -0.6846. Niraparib and MK-8776 have a Loewe score of: -0.4374. Vorinostat and MK-8776 have a Loewe score of: -0.1235. Niraparib and Veliparib have a Loewe score of: 0.3549. Veliparib and Vorinostat have a Loewe score of: -0.1058. Vorinostat and Niraparib have a Loewe score of: 0.1112.  The drug combination to analyze is: Nirapari, Velipari, MK-877, Vorinosta. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonib, Niracil, Vismodegib According, rule (1), if Sy synergizes with Vistat or MK, Addition is additive; else, Sy"
"Context: Everolimus and CIP 13-74 have a Loewe score of: -0.1249.  The drug combination to analyze is: CIP 13-7, Everolimu. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Addition Additives Addictive Synergy Addictively Addicted Syligomycins Addiparib and Everomustine have Loefitinib scores of -1.0369. Cip 13
"Context: Carmofur and Temozolomide have a Loewe score of: -0.1801.  The drug combination to analyze is: Carmofu, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives: Temzolomycin, Carmotrexate According, to rule (1), if Streptozocin and Loefitin have Loedipine scores of -1.0"
"Context: 6-Bromoindirubin-3'-oxime and Temozolomide have a Loewe score of: -0.502.  The drug combination to analyze is: Temozolomid, 6-Bromoindirubin-3'-oxim. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Temazolam, 7-Betadine have an Additionist Syllable Antigenic Antide and Additorin have Addictive Antidote Ant"
"Context: Pyrvinium chloride dihydrate and Eflornithine have a Loewe score of: -0.0814. Febuxostat and Eflornithine have a Loewe score of: 0.3204. Nisoldipine and Eflornithine have a Loewe score of: -0.0156. Febuxostat and Pyrvinium chloride dihydrate have a Loewe score of: 0.0. Pyrvinium chloride dihydrate and Nisoldipine have a Loewe score of: -0.0385. Febuxostat and Nisoldipine have a Loewe score of: 0.3526.  The drug combination to analyze is: Eflorinthine, Pyrvinium chlroide dihydrate, Nisolidpine, Febuoxstat. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Additonal combination Synergy Addition Symitriptan and Febudiparib have an Additivity score: Additives Additonin and Decitabinehave a Syllable Addictive Potential score.
"Context: IMD-0354 and Perifosine have a Loewe score of: -0.2173. IMD-0354 and Bortezomib have a Loewe score of: -0.1219. IMD-0354 and LSN415169 have a Loewe score of: -0.1178. IMD-0354 and Pazopanib have a Loewe score of: 0.2322. Perifosine and Bortezomib have a Loewe score of: -0.6497. Perifosine and LSN415169 have a Loewe score of: -0.3261. Perifosine and Pazopanib have a Loewe score of: -0.2794. Bortezomib and LSN415169 have a Loewe score of: -0.1637. Pazopanib and Bortezomib have a Loewe score of: 0.0128. Pazopanib and LSN415169 have a Loewe score of: -0.1593.  The drug combination to analyze is: Bortezomi, IMD-035, LSN41516, Perifosin, Pazopani. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal combination: Additonib, BPRedictyline, Vismodegib According, rule 1, Antifluridine and IMd-036 have synergized; Vistatost"
"Context: Paclitaxel and UNC0638 have a Loewe score of: -0.1256. Everolimus and UNC0638 have a Loewe score of: -0.1384. Erlotinib and UNC0638 have a Loewe score of: -0.1407. Everolimus and Paclitaxel have a Loewe score of: -0.5015. Paclitaxel and Erlotinib have a Loewe score of: -0.1158. Everolimus and Erlotinib have a Loewe score of: -0.5877.  The drug combination to analyze is: Everloimus, Pacltiaxel, UNC6038, Erloitnib. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additivistic Addition Synergy Additonib Additorin and Everoldipine have an Additivity score: 0, 0273. Addivitisib et al. have Additives: Erlac"
"Context: Tanshinone I and Temozolomide have a Loewe score of: -0.055.  The drug combination to analyze is: Tanshnione I, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Taneshinonediamine I According, to rule (1), if Sy synergizes with Tarshinones I by a ratio of Antithetical to Loef"
"Context: Ampelopsin and Temozolomide have a Loewe score of: -0.0751.  The drug combination to analyze is: Ampelopsi, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Amelpelopin According, to Rule (3), if Addition > Loefe, Anticipation is Irrelevant; else, Syrelaxation and"
"Context: Vinblastine and Raloxifene have a Loewe score of: -0.6098.  The drug combination to analyze is: Vinblastin, Raloxifen. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives Addictive Addictively Addicted Addicts Additinib and Vinlistin have the same effect as Ralsin and Vismodegib. Separate effects are: Addiction,"
"Context: Methoxsalen and Cabazitaxel have a Loewe score of: -0.5864.  The drug combination to analyze is: Cabaztiaxel, Methosxalen. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives Addison and Methoxysalenic acid have an Additonal mixture score: 0, Additonib and Addox-77 have Additivity: Addionib, Cabozantinib;"
"Context: A-769662 and U-73122 have a Loewe score of: -0.0147. RKI983 and U-73122 have a Loewe score of: -0.1806. GW-9662 and U-73122 have a Loewe score of: -0.0507. RKI983 and A-769662 have a Loewe score of: -0.3929. GW-9662 and A-769662 have a Loewe score of: 0.0477. RKI983 and GW-9662 have a Loewe score of: -0.0738.  The drug combination to analyze is: RKI98, A-76966, GW-966, U-7312. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Additonal Synergy: Additonin and RK866 have synergized to a TCS-401 score. Addition of Rk866 to TK1106 results in a Syligomycins-
"Context: Selumetinib and Silmitasertib have a Loewe score of: -0.2558. Silmitasertib and Sepantronium Bromide have a Loewe score of: -0.069. Selumetinib and Sepantronium Bromide have a Loewe score of: -0.1141.  The drug combination to analyze is: Selumetini, Silmitaserti, Sepantronium Bromid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Additonal Synergy: Additonin and Selomettinib synergistically synergize to form a synergism. Syphilitic acid and Alvespimycin have synergized to create a synergy
"Context: Silymarin and Temozolomide have a Loewe score of: -0.1511.  The drug combination to analyze is: Silymari, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Sylacin, Sysylenemelamine, Sodium bromide According, to rule (1), if Syloewen > -1.0, Sylistat"
"Context: Tenofovir disoproxil fumarate and Temozolomide have a Loewe score of: -0.009.  The drug combination to analyze is: Tenofovir disoproxil fumarat, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin and Tenoracic acid have synergism tests. Addition: Temazolam and Triflupromazine have additive tests, while Trimethoprim"
"Context: Doxycycline hydrochloride and Temozolomide have a Loewe score of: -0.1301.  The drug combination to analyze is: Doxycycline hydrochlorid, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Doxorubicin hydrocarbonside According, to rule (1), if Sy synergism is active, Anticipation is Irrelevant; else, Add"
"Context: Carbimazole and Temozolomide have a Loewe score of: -0.1992.  The drug combination to analyze is: Carbimazol, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives Addison and CarbIMZole have an Additonal Synergy Score of -1.0641. Additonib and Carfilzomib have Additivity Score: 0-0,"
"Context: Salicylanilide and Temozolomide have a Loewe score of: -0.1971.  The drug combination to analyze is: Salicylanilid, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Salisertib, and Salidex have an Additionist rule. Syphosphorylated Salicylic acid and Syphilis have Additionsist rules."
"Context: Cabozantinib and JQ1 Compound have a Loewe score of: -0.3149.  The drug combination to analyze is: JQ1 Cmopound, Caboznatinib. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives Addictive Addictively Addicted Addicts Additinobutyric acid and Cabazitaxel have the same Loefit score. Synergy: Additonib, JPRed"
"Context: Thioguanine and Lenalidomide have a Loewe score of: -0.3041. Methotrexate and Lenalidomide have a Loewe score of: -0.2197. Bortezomib and Lenalidomide have a Loewe score of: 0.0043. Methotrexate and Thioguanine have a Loewe score of: -0.4438. Bortezomib and Thioguanine have a Loewe score of: -0.2681. Methotrexate and Bortezomib have a Loewe score of: -0.2507.  The drug combination to analyze is: Thioguanin, Bortezomi, Lenalidomid, Methotrexat. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonib, Thaoguine, Bromidec

Bromidecitrate and Methoxetine Have a Syllable Addition: Bromidazole and"
"Context: Leflunomide and Aprepitant have a Loewe score of: 0.1503.  The drug combination to analyze is: Apreiptant, Lefluonmide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, ApripitANT According, to Rule (3), if Sy synergism is active, Addition is additive; else, Sy combination becomes Addictive. Addictant"
"Context: Meticrane and Temozolomide have a Loewe score of: -0.1061.  The drug combination to analyze is: Metircane, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Metirane According, to Rule (3), if Sy synergism is active, Anticipation is Irrelevant; else, Addition is Favorable. Sy antagon"
"Context: Tolperisone hydrochloride and Temozolomide have a Loewe score of: -0.1561.  The drug combination to analyze is: Tolperisone yhdrochloride, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Toltoprol hydroxyurea, Tofacitinib According, to rule (1), if Sy synergism is active, Anticipation is Irrelevant"
"Context: Fluorouracil and Vandetanib have a Loewe score of: -0.4619. Vandetanib and Cabazitaxel have a Loewe score of: -0.5217. Clofarabine and Vandetanib have a Loewe score of: -0.4675. Vandetanib and Temozolomide have a Loewe score of: -0.161. Fluorouracil and Cabazitaxel have a Loewe score of: -0.2632. Clofarabine and Fluorouracil have a Loewe score of: -0.1509. Fluorouracil and Temozolomide have a Loewe score of: -0.1741. Clofarabine and Cabazitaxel have a Loewe score of: -0.3695. Cabazitaxel and Temozolomide have a Loewe score of: -0.491. Clofarabine and Temozolomide have a Loewe score of: -0.38.  The drug combination to analyze is: Vandteanib, Clofaarbine, Temozloomide, Cabaztiaxel, Fluoruoracil. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Additonal combination Synergy Addition Additives Addictive Additivity Addative Addictiveness Additorious Addivalency Addivitis Addiparibine Clovisertib Clostridium Bromide
"Context: Sunitinib and Mitoxantrone have a Loewe score of: -0.3684. Paclitaxel and Mitoxantrone have a Loewe score of: -0.0765. Paclitaxel and Sunitinib have a Loewe score of: -0.0595.  The drug combination to analyze is: Mitoxantron, Sunitini, Paclitaxe. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonib, Mitotrone, and Pacitlinib are synergistically active. Syphilitic acid and Oxyphenbutazone have an Additionist rule: If"
"Context: Etoposide and Dinaciclib have a Loewe score of: -0.3317.  The drug combination to analyze is: Dinaicclib, Etopsoide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Addition Additives Addison and Ethoplasty have the same effect as Dinacycliocarbamate trihydrate and Dinacib. Additonib and Erlotinib have similar effects as
"Context: Irbesartan and Temozolomide have a Loewe score of: -0.024.  The drug combination to analyze is: Irbesarta, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Irbenartansartanic acid According, to rule (1), if Sy synergism is active, Anticipation is Irinotecan; else, Add"
"Context: MK-8745 and Temozolomide have a Loewe score of: -0.378.  The drug combination to analyze is: MK-7845, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives: Temzolomycin, MK78PRedictycin According, to rule (1), if Streptozocin and Loefitin have an Additonal Synergy,"
"Context: HIF-1i and C75 have a Loewe score of: -0.3138.  The drug combination to analyze is: C57, HI-F1i. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Hif-I-75i According, to rule (1), if Sy synergizes with Hefitin and Loefithin have an additive score, Ant"
"Context: Cyproterone acetate and Temozolomide have a Loewe score of: -0.0891.  The drug combination to analyze is: Cyproterone acetat, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Addition Additives Addison and CyPRedictone have an Additonal Synergy Score of 0: Additonib and SyPRingitinib have the same effect as Cypromazine. Sypr
"Context: Tazemetostat and Temozolomide have a Loewe score of: -0.1281.  The drug combination to analyze is: Tazemteostat, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin, Tazarotene, TeriflunomIDE According, to rule (1), if Sy synergism is active, Anticipation is Irrelevant; else,"
"Context: Dexrazoxane and Abiraterone have a Loewe score of: -0.2228. Everolimus and Dexrazoxane have a Loewe score of: -0.2601. Dexrazoxane and Vemurafenib have a Loewe score of: -0.3154. Dexrazoxane and Mitoxantrone have a Loewe score of: -0.4172. Everolimus and Abiraterone have a Loewe score of: -0.167. Abiraterone and Vemurafenib have a Loewe score of: -0.3998. Mitoxantrone and Abiraterone have a Loewe score of: -0.4918. Everolimus and Vemurafenib have a Loewe score of: -0.1845. Everolimus and Mitoxantrone have a Loewe score of: -0.1215. Mitoxantrone and Vemurafenib have a Loewe score of: -0.5199.  The drug combination to analyze is: Everolimu, Vemurafeni, Mitoxantron, Dexrazoxan, Abirateron. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonib, Everolic acid, Valrubicin have an Addition: Valubicins citrate and Valproic acid have Additions: Vismuracil and"
"Context: Cyclophosphamide and Uracil mustard have a Loewe score of: -0.5524. Uracil mustard and Dexrazoxane have a Loewe score of: -0.0297. Uracil mustard and Mitoxantrone have a Loewe score of: -0.1996. Uracil mustard and Vemurafenib have a Loewe score of: -0.3439. Cyclophosphamide and Dexrazoxane have a Loewe score of: -0.3339. Cyclophosphamide and Mitoxantrone have a Loewe score of: -0.3843. Cyclophosphamide and Vemurafenib have a Loewe score of: -0.4067. Dexrazoxane and Mitoxantrone have a Loewe score of: -0.4172. Dexrazoxane and Vemurafenib have a Loewe score of: -0.3154. Mitoxantrone and Vemurafenib have a Loewe score of: -0.5199.  The drug combination to analyze is: Cyclophosphamid, Uracil mustar, Vemurafeni, Mitoxantron, Dexrazoxan. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal combination: Additonib, Vorinostat, Cyclopentanib According, rule (1), if Additisinone and Vorobenazole have an Addition Factor of : -"
"Context: AZD-1981 and Temozolomide have a Loewe score of: -0.03.  The drug combination to analyze is: AZD1-981, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives Addison and AZ1 -982 have synergism, antiparasitic, and additive effects. Synergy: Additonin and Azd-81 have additive synergist effects, synergistically"
"Context: Dactolisib and Adavosertib have a Loewe score of: -0.2497. Dactolisib and IPA-3 have a Loewe score of: -0.1349. Dactolisib and JNK5a have a Loewe score of: -0.2728. IPA-3 and Adavosertib have a Loewe score of: 0.01. Adavosertib and JNK5a have a Loewe score of: -0.2117. IPA-3 and JNK5a have a Loewe score of: -0.0608.  The drug combination to analyze is: JN5Ka, Dactloisib, IP-A3, Adavoesrtib. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Additonal Synergy: Additonib; Dantrolium Bromide; IPA3; JK5A; Adatriptanib <principally active form> Antinomycin; P
"Context: Xifaxan and Temozolomide have a Loewe score of: -0.1461.  The drug combination to analyze is: Temozloomide, Xifxaan. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives: Addazosu, Temzolomanide According, to rule (1), if Addamazosuan and Loefitinib have Loeprofen and a score less than 0"
"Context: Bemegride and Temozolomide have a Loewe score of: -0.1721.  The drug combination to analyze is: Bemegrid, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Sylacin, Bemsildiramate, Teriflunomib have an Addition to Add to Rule (probability: Additonib, Syldenbut"
"Context: Cabozantinib and Thioridazine have a Loewe score of: -0.0206.  The drug combination to analyze is: Caboznatinib, Thiordiazine. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Additonal Synergy: Additonib; Additionazole; Thirumabendazolomide; Cabaznate; Antiparousal; Syk-702 Inhibitor.
"Context: Letrozole and Chlorambucil have a Loewe score of: -0.3018. Azacitidine and Letrozole have a Loewe score of: -0.3738. Decitabine and Letrozole have a Loewe score of: -0.239. Azacitidine and Chlorambucil have a Loewe score of: -0.2899. Decitabine and Chlorambucil have a Loewe score of: -0.2566. Decitabine and Azacitidine have a Loewe score of: -0.1209.  The drug combination to analyze is: Azaciitdine, Deciatbine, Letrzoole, Chlormabucil. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive.", <PREDICTION> Additivate Addition Addictively Addictive Additives Addivitis Antiparous Additions Addiotinib and Decatadine have synergistically antagonized to Decatinib. Additonib
"Context: Tubastatin A hydrochloride and Temozolomide have a Loewe score of: -0.018.  The drug combination to analyze is: Temozolomid, Tubastatin A hydrochlorid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonin A, TemosolOMide According, to rule (1), if Sy synergistically synergizes with Addition, Anticipate it; else, Add it to a"
"Context: Paclitaxel and 2-deoxy-D-glucose have a Loewe score of: -0.1375. Erlotinib and 2-deoxy-D-glucose have a Loewe score of: -0.1098. Crizotinib and 2-deoxy-D-glucose have a Loewe score of: -0.0469. Everolimus and 2-deoxy-D-glucose have a Loewe score of: -0.126. Paclitaxel and Erlotinib have a Loewe score of: -0.1158. Paclitaxel and Crizotinib have a Loewe score of: -0.4425. Everolimus and Paclitaxel have a Loewe score of: -0.5015. Crizotinib and Erlotinib have a Loewe score of: -0.1983. Everolimus and Erlotinib have a Loewe score of: -0.5877. Crizotinib and Everolimus have a Loewe score of: -0.1131.  The drug combination to analyze is: Crizotini, Everolimu, Paclitaxe, Erlotini, 2-deoxy-D-glucos. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal combination: ErotinIB, Cazadatasertib, 3-Methoxyphenbutazone According, Anticipation: Antigenic, Additonib According: Add"
"Context: Rigosertib and Temozolomide have a Loewe score of: -0.485.  The drug combination to analyze is: Rigoesrtib, Temozloomide. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Additonal Synergy: Additonib; Sybilomidate; Addition by Anticipation. Antifungal drug combinations: Temzolotl, Rigozertirib According, to rule"
"Context: Arbutin and Temozolomide have a Loewe score of: -0.1981.  The drug combination to analyze is: Arbuti, Temozolomid. According to the rule, if Loewe > 0.1, the outcome is Antagonistic; if Loewe < -0.1, it is Synergistic; otherwise, it is Additive. Decide if the combination is synergistic, antagonistic, or additive."," <PREDICTION> Addition Additives Addison and Armitastat have an Additonal Synergy score: 0, Additonib and Teriflunomib have Additivity: Additorin, Arminidin"
