drugNameA,drugNameB,idDrugA,idDrugB,comboId,bliss,loewe,hsa,zip
MK-2206,Veliparib,68,102,3889,-0.8944,0.0371,-0.039,5.3058
Temozolomide,MK-8776,92,1,22134,-1.4824,-0.6047,-0.6645,5.305
Vorinostat,SN 38 Lactone,106,87,13475,-1.0226,-0.1969,-0.1969,5.3042
Vorinostat,Topotecan,106,97,13479,-1.2013,-0.3185,-0.3894,5.3037
Oxaliplatin,MK-8776,75,1,2254,-1.2342,-0.3938,-0.4396,5.3015
MRK-003,Vorinostat,73,106,8597,-1.2546,-0.3885,-0.4046,5.3015
MRK-003,Etoposide,73,36,8609,-1.2911,-0.4257,-0.4411,5.3015
MK-2206,MK-8776,68,1,2725,-0.9971,-0.0278,-0.1443,5.298
MRK-003,MK-2206,73,68,17364,-1.1892,-0.2647,-0.332,5.2969
Carboplatin,Erlotinib,14,34,9443,-1.0856,-0.2383,-0.2594,5.2951
SN 38 Lactone,MK-8776,87,1,20358,-1.3873,-0.5621,-0.5745,5.2935
Vorinostat,Dinaciclib,106,31,11131,-1.232,-0.4315,-0.4315,5.2921
Lapatinib,MK-8776,52,1,14875,-1.3856,-0.428,-0.565,5.2921
MRK-003,Vorinostat,73,106,13844,-1.1334,-0.1781,-0.2577,5.2916
Lapatinib,MK-2206,52,68,14882,-1.0522,-0.1006,-0.2305,5.2912
Oxaliplatin,MK-8776,75,1,20327,-1.3641,-0.5464,-0.5582,5.2899
Oxaliplatin,MK-8776,75,1,4003,-1.1132,-0.1709,-0.2778,5.2894
MRK-003,MK-8776,73,1,3354,-1.0618,-0.1737,-0.2147,5.2889
Vorinostat,Adavosertib,106,2,6466,-1.0681,-0.2597,-0.2611,5.2883
MRK-003,Erlotinib,73,34,8608,-1.0309,-0.1548,-0.188,5.287
MRK-003,MK-2206,73,68,3372,-1.0786,-0.1915,-0.2314,5.2845
Temozolomide,Lapatinib,92,52,15145,-1.1208,-0.2917,-0.2917,5.2842
Niraparib,MK-8776,72,1,21407,-1.4465,-0.4798,-0.5916,5.2835
Carboplatin,Vorinostat,14,106,9436,-1.2402,-0.3966,-0.4129,5.2826
Methotrexate,Erlotinib,63,34,3857,-1.029,-0.0586,-0.1643,5.2825
Lapatinib,MK-2206,52,68,890,-1.3736,-0.3892,-0.5339,5.282
MRK-003,Erlotinib,73,34,3361,-1.057,-0.1577,-0.2198,5.2819
Etoposide,Vorinostat,36,106,21218,-1.1886,-0.2097,-0.338,5.2814
Carboplatin,Lapatinib,14,52,19940,-0.9828,-0.1187,-0.1188,5.2801
MRK-003,MK-8776,73,1,17346,-1.1986,-0.2362,-0.3418,5.2795
MRK-003,MK-8776,73,1,13848,-1.1412,-0.1858,-0.2654,5.2788
MRK-003,MK-8776,73,1,2771,-1.0437,-0.1269,-0.1811,5.2786
Etoposide,Dinaciclib,36,31,8980,-1.1641,-0.3317,-0.3318,5.2785
Oxaliplatin,MK-8776,75,1,19744,-1.1038,-0.1714,-0.2543,5.2784
MRK-003,Erlotinib,73,34,13855,-1.3763,-0.4193,-0.5035,5.2778
Carboplatin,MK-2206,14,68,19942,-0.9953,-0.1312,-0.1312,5.2777
MRK-003,Vorinostat,73,106,6848,-1.1421,-0.1857,-0.2917,5.2765
MRK-003,Etoposide,73,36,6860,-1.2668,-0.3476,-0.416,5.2755
MK-2206,Geldanamycin,68,44,7976,-1.0507,-0.0803,-0.1837,5.275
Lapatinib,MK-8776,52,1,8462,-1.2944,-0.2983,-0.4343,5.2749
Niraparib,Erlotinib,72,34,2171,-1.2107,-0.2931,-0.3574,5.2749
MRK-003,Lapatinib,73,52,8614,-1.1541,-0.2781,-0.3112,5.2747
Carboplatin,Geldanamycin,14,44,15274,-1.3034,-0.4174,-0.4189,5.2746
MRK-003,Etoposide,73,36,17354,-1.2209,-0.2964,-0.3637,5.2736
MRK-003,Erlotinib,73,34,2778,-1.2557,-0.331,-0.4011,5.2727
L-778123,Erlotinib,107,34,8824,-1.2742,-0.2951,-0.4073,5.2719
Lapatinib,MK-2206,52,68,8469,-1.1295,-0.1478,-0.2676,5.271
Erlotinib,Dasatinib,34,24,18875,-1.0168,-0.0685,-0.1478,5.2709
MK-4541,MRK-003,74,73,15071,-1.0163,-0.0519,-0.1109,5.2705
MK-4541,Vinblastine,74,103,13295,-1.042,-0.0893,-0.0954,5.27
Lapatinib,Dasatinib,52,24,3799,-0.9254,0.0215,-0.0354,5.27
Temozolomide,Lapatinib,92,52,18060,-1.1328,-0.2311,-0.2362,5.2683
MRK-003,MK-2206,73,68,8619,-1.2065,-0.3411,-0.3565,5.2681
MK-4541,Oxaliplatin,74,75,13323,-1.224,-0.2773,-0.281,5.2677
MRK-003,Vorinostat,73,106,2767,-1.2491,-0.3323,-0.3866,5.2675
Dexamethasone,Temozolomide,27,92,8935,-0.9259,0.0006,0.0006,5.2657
Lapatinib,MK-8776,52,1,3798,-1.1531,-0.1579,-0.2791,5.2655
Carboplatin,MK-2206,14,68,8865,-1.1697,-0.3097,-0.3098,5.2647
MRK-003,Vorinostat,73,106,1601,-1.1983,-0.2705,-0.298,5.2638
Temozolomide,Lapatinib,92,52,6983,-1.0695,-0.185,-0.185,5.2634
MRK-003,MK-2206,73,68,1623,-1.209,-0.2821,-0.3086,5.2633
Carboplatin,MK-8776,14,1,8856,-1.3151,-0.4551,-0.4552,5.2619
Carboplatin,Lapatinib,14,52,22272,-1.0299,-0.1568,-0.1574,5.2617
Lapatinib,Erlotinib,52,34,20708,-0.9873,-0.0122,-0.0919,5.2614
Carboplatin,Vorinostat,14,106,19930,-1.3031,-0.439,-0.4391,5.2611
Lapatinib,Veliparib,52,102,20120,-0.8688,0.1126,0.0475,5.2603
Temozolomide,Erlotinib,92,34,8146,-1.2009,-0.3235,-0.3235,5.2601
Adavosertib,Lapatinib,2,52,3080,-1.0553,-0.1712,-0.1712,5.2594
Erlotinib,SN 38 Lactone,34,87,6639,-1.2895,-0.4209,-0.423,5.2591
Carboplatin,Vorinostat,14,106,22262,-1.2477,-0.3748,-0.3751,5.2587
MRK-003,Lapatinib,73,52,19691,-1.0689,-0.1025,-0.1641,5.2585
Fluorouracil,Vorinostat,41,106,249,-1.2268,-0.3363,-0.356,5.2583
Lapatinib,MK-2206,52,68,20712,-1.1812,-0.2042,-0.2816,5.2578
Lapatinib,Niraparib,52,72,6722,-1.0132,-0.075,-0.0824,5.2574
Dexamethasone,Lapatinib,27,52,4845,-1.0143,-0.0632,-0.0632,5.2573
Carboplatin,Erlotinib,14,34,11775,-1.1738,-0.2677,-0.2904,5.2572
Carboplatin,MK-8776,14,1,17601,-1.1946,-0.3204,-0.3207,5.2565
Adavosertib,Erlotinib,2,34,3067,-1.025,-0.1409,-0.1409,5.2553
Carboplatin,MK-8776,14,1,11771,-1.225,-0.3139,-0.3406,5.2546
Ridaforolimus,MK-8776,84,1,528,-1.2611,-0.3,-0.3554,5.2541
Niraparib,MK-8776,72,1,19658,-1.1648,-0.2542,-0.2778,5.2535
Temozolomide,MK-2206,92,68,8151,-1.1358,-0.2584,-0.2584,5.2532
Temozolomide,Erlotinib,92,34,6980,-1.1614,-0.2769,-0.2769,5.2523
Carboplatin,Vorinostat,14,106,15266,-1.2303,-0.3414,-0.3464,5.2514
Lapatinib,Erlotinib,52,34,7882,-1.2276,-0.2391,-0.3204,5.2513
MK-4541,MK-8776,74,1,19714,-1.1508,-0.1838,-0.2386,5.2507
Niraparib,MK-8776,72,1,16743,-1.4196,-0.4604,-0.5249,5.2498
Carboplatin,MK-8776,14,1,14103,-1.4219,-0.5349,-0.5367,5.2496
MRK-003,Erlotinib,73,34,19685,-1.0544,-0.0879,-0.1495,5.2485
Lapatinib,MK-5108,52,53,3804,-1.0903,-0.1494,-0.1886,5.2484
Erlotinib,MK-8776,34,1,20623,-1.1997,-0.2114,-0.2915,5.2484
Niraparib,MK-8776,72,1,7415,-1.4578,-0.4874,-0.5344,5.2483
Lapatinib,MK-2206,52,68,17797,-1.1985,-0.222,-0.2784,5.2481
MK-4541,Lapatinib,74,52,13314,-1.127,-0.1787,-0.1819,5.2478
Lapatinib,MK-8776,52,1,7879,-1.2045,-0.2165,-0.2917,5.2459
Lapatinib,Erlotinib,52,34,17793,-1.1881,-0.1995,-0.276,5.2453
Lapatinib,MK-8776,52,1,16624,-1.4569,-0.4876,-0.5533,5.245
Lapatinib,MK-2206,52,68,16631,-1.1737,-0.21,-0.2698,5.245
Metformin,Dactolisib,62,332,10835,-1.4447,-0.509,-0.5256,5.2449
Lapatinib,MK-2206,52,68,7886,-1.18,-0.1951,-0.2657,5.2444
MK-4541,Erlotinib,74,34,22053,-1.4296,-0.4699,-0.5128,5.2435
Niraparib,Geldanamycin,72,44,7419,-1.2701,-0.2898,-0.3408,5.2425
Temozolomide,Erlotinib,92,34,14559,-1.3334,-0.4331,-0.4331,5.242
Niraparib,MK-2206,72,68,7421,-1.4309,-0.4581,-0.5053,5.2407
Lapatinib,Oxaliplatin,52,75,310,-0.9997,-0.0437,-0.0437,5.24
Niraparib,Erlotinib,72,34,4503,-1.2429,-0.3217,-0.3345,5.2391
MK-4541,Lapatinib,74,52,1071,-1.1725,-0.1921,-0.2475,5.2389
MRK-003,MK-8776,73,1,19678,-1.1439,-0.188,-0.2298,5.2389
MK-2206,SN 38 Lactone,68,87,2734,-1.1375,-0.2298,-0.2299,5.2383
MK-4541,Vorinostat,74,106,14463,-1.4197,-0.4364,-0.4896,5.2371
Dasatinib,MK-8776,24,1,19393,-1.1363,-0.1826,-0.2192,5.2363
Lapatinib,Erlotinib,52,34,19542,-1.004,-0.0187,-0.0776,5.2349
MK-4541,Vorinostat,74,106,21459,-1.1991,-0.2115,-0.2694,5.2349
MK-4541,MK-2206,74,68,15651,-1.5911,-0.6045,-0.6536,5.2349
MRK-003,Lapatinib,73,52,6282,-1.0835,-0.1101,-0.1416,5.2338
MK-4541,Temozolomide,74,92,8082,-1.0846,-0.1132,-0.1418,5.2334
Carboplatin,Vorinostat,14,106,2440,-1.2109,-0.2918,-0.2919,5.2326
MK-4541,Dasatinib,74,24,10388,-1.1333,-0.1474,-0.1949,5.2321
MK-2206,Oxaliplatin,68,75,400,-0.9863,-0.022,-0.022,5.232
Niraparib,PD-325901,72,69,7422,-1.121,-0.1836,-0.1836,5.2289
Lapatinib,MK-8776,52,1,6130,-1.2932,-0.3268,-0.361,5.2286
MK-4541,Lapatinib,74,52,12731,-1.0152,-0.04,-0.0689,5.2285
MK-5108,SN 38 Lactone,53,87,9073,-1.1159,-0.181,-0.181,5.2284
MK-4541,MK-8776,74,1,3390,-0.9995,-0.0306,-0.032,5.2278
MK-4541,Adavosertib,74,2,3394,-1.0053,-0.0362,-0.0373,5.227
MK-4541,Erlotinib,74,34,8644,-0.9551,0.0165,0.0165,5.2268
Veliparib,Ridaforolimus,102,84,18662,-1.2632,-0.324,-0.324,5.2256
MRK-003,Vorinostat,73,106,435,-1.281,-0.3386,-0.342,5.2253
MK-2206,Veliparib,68,102,391,-0.9646,-0.0003,-0.0003,5.2248
Niraparib,MK-8776,72,1,2751,-1.1146,-0.1676,-0.1743,5.2229
Erlotinib,Geldanamycin,34,44,19460,-1.0511,-0.0823,-0.1058,5.2225
MK-4541,Vinblastine,74,103,19708,-1.2461,-0.3065,-0.3065,5.2224
MRK-003,PD-325901,73,69,16782,-1.298,-0.3399,-0.3399,5.2205
MRK-003,Vorinostat,73,106,6265,-1.192,-0.2243,-0.2449,5.2205
MK-4541,SN 38 Lactone,74,87,3415,-1.0917,-0.1208,-0.1235,5.2189
Lapatinib,MK-5108,52,53,20128,-1.0772,-0.1053,-0.1262,5.2183
MK-4541,MK-2206,74,68,8072,-1.1345,-0.1501,-0.1742,5.2182
Metformin,Vorinostat,62,106,17822,-1.2782,-0.2882,-0.2882,5.2177
MK-4541,Lapatinib,74,52,8067,-1.1243,-0.141,-0.1654,5.2174
Cyclophosphamide,Dasatinib,20,24,11792,-1.432,-0.4528,-0.4672,5.2173
Dasatinib,MK-8776,24,1,14146,-1.3945,-0.4045,-0.4045,5.2165
MRK-003,Etoposide,73,36,16771,-1.4332,-0.4659,-0.4788,5.2163
MK-4541,Adavosertib,74,2,10390,-1.0787,-0.1197,-0.1206,5.2156
Cyclophosphamide,Lapatinib,20,52,7717,-1.0024,-0.0208,-0.0208,5.2153
MK-4541,MK-5108,74,53,2821,-1.0603,-0.0933,-0.1039,5.2153
PD-325901,MK-8776,69,1,19063,-1.187,-0.2132,-0.2132,5.2148
Metformin,Lapatinib,62,52,10253,-1.2486,-0.2761,-0.2824,5.2145
MK-4541,Paclitaxel,74,76,10409,-1.2864,-0.3281,-0.3281,5.214
Metformin,Vorinostat,62,106,14324,-1.412,-0.4551,-0.4551,5.2139
Metformin,Dactolisib,62,332,10252,-1.4654,-0.4964,-0.4993,5.2129
MK-4541,Vinblastine,74,103,2801,-1.1197,-0.1593,-0.1593,5.2121
Carboplatin,MK-8776,14,1,8273,-1.4033,-0.4393,-0.4394,5.2104
Vinblastine,Erlotinib,103,34,1767,-1.2929,-0.3078,-0.3078,5.2074
MK-4541,Oxaliplatin,74,75,12157,-1.1218,-0.1353,-0.1353,5.2071
MK-4541,Vinblastine,74,103,20874,-1.1151,-0.1318,-0.1318,5.2066
Cyclophosphamide,Vorinostat,20,106,7707,-1.5291,-0.5475,-0.5475,5.2064
L-778123,MK-8776,107,1,7071,-1.2466,-0.2566,-0.2566,5.2063
Vinblastine,Lapatinib,103,52,1770,-1.2057,-0.2206,-0.2206,5.2063
MK-4541,Veliparib,74,102,16792,-0.9891,0.0009,0.0009,5.2062
Temozolomide,Erlotinib,92,34,8729,-1.0195,-0.0295,-0.0295,5.2061
Metformin,Lapatinib,62,52,2091,-1.2182,-0.2282,-0.2282,5.2057
MK-4541,Adavosertib,74,2,20884,-1.0932,-0.1098,-0.1098,5.2049
MK-4541,Sunitinib,74,90,20907,-1.0542,-0.0708,-0.0708,5.2045
MK-4541,Erlotinib,74,34,12142,-1.2433,-0.2568,-0.2568,5.204
Metformin,Vorinostat,62,106,7328,-1.2847,-0.2947,-0.2947,5.2032
MK-4541,Lapatinib,74,52,12148,-1.0785,-0.0921,-0.0921,5.2029
MK-4541,MRK-003,74,73,9824,-1.0042,-0.0142,-0.0142,5.2027
MK-4541,Veliparib,74,102,12128,-1.1586,-0.1722,-0.1722,5.2026
Cyclophosphamide,Vorinostat,20,106,21699,-1.2452,-0.2552,-0.2552,5.2024
Dexamethasone,Lapatinib,27,52,22335,-1.032,-0.042,-0.042,5.2022
MK-4541,Veliparib,74,102,2217,-1.1117,-0.1217,-0.1217,5.2013
MK-4541,Vinorelbine,74,105,2219,-1.071,-0.081,-0.081,5.201
MK-4541,Niraparib,74,72,22649,-1.107,-0.117,-0.117,5.2009
Temozolomide,MK-8776,92,1,19802,-1.1597,-0.1697,-0.1697,5.1997
MK-4541,Niraparib,74,72,11572,-1.103,-0.113,-0.113,5.1996
Dexamethasone,Erlotinib,27,34,20583,-1.0306,-0.0406,-0.0406,5.1995
Carboplatin,MK-8776,14,1,13520,-1.223,-0.233,-0.233,5.1995
PD-325901,Ridaforolimus,69,84,19652,-1.0933,-0.1033,-0.1033,5.1988
Metformin,MK-2206,62,68,13753,-1.1477,-0.1577,-0.1577,5.1987
MK-5108,Erlotinib,53,34,2652,-1.3258,-0.3358,-0.3358,5.1987
Dexamethasone,Geldanamycin,27,44,17669,-1.407,-0.417,-0.417,5.1986
MK-2206,Oxaliplatin,68,75,3315,-1.1656,-0.1756,-0.1756,5.1985
MK-4541,Lapatinib,74,52,1654,-1.2032,-0.2132,-0.2132,5.1984
MK-4541,Etoposide,74,36,9228,-1.1596,-0.1696,-0.1696,5.1984
MK-4541,L-778123,74,107,20294,-1.1915,-0.2015,-0.2015,5.1984
MK-4541,Lapatinib,74,52,22642,-1.0872,-0.0972,-0.0972,5.1984
MK-4541,Ridaforolimus,74,84,22653,-1.1627,-0.1727,-0.1727,5.1982
Temozolomide,Erlotinib,92,34,3482,-1.1692,-0.1792,-0.1792,5.1978
Carboplatin,MK-2206,14,68,3035,-1.1318,-0.1418,-0.1418,5.1976
Cyclophosphamide,Lapatinib,20,52,15296,-1.0721,-0.0821,-0.0821,5.1976
Carboplatin,Erlotinib,14,34,13524,-1.4335,-0.4435,-0.4435,5.1975
Sunitinib,Erlotinib,90,34,20952,-1.1393,-0.1493,-0.1493,5.1975
MK-4541,Veliparib,74,102,16209,-1.1184,-0.1284,-0.1284,5.1975
MK-4541,Erlotinib,74,34,16806,-1.2611,-0.2711,-0.2711,5.1975
MK-4541,Etoposide,74,36,16807,-1.4293,-0.4393,-0.4393,5.1975
MK-4541,MRK-003,74,73,16820,-1.069,-0.079,-0.079,5.1975
Carboplatin,Lapatinib,14,52,17025,-1.2937,-0.3037,-0.3037,5.1975
MK-5108,Erlotinib,53,34,17227,-1.4195,-0.4295,-0.4295,5.1975
MK-4541,Lapatinib,74,52,19144,-1.2144,-0.2244,-0.2244,5.1975
MK-4541,Lapatinib,74,52,9233,-1.2673,-0.2773,-0.2773,5.1975
MK-4541,MK-8776,74,1,9803,-1.0423,-0.0523,-0.0523,5.1975
Veliparib,MK-8776,102,1,9912,-1.0929,-0.1029,-0.1029,5.1975
Veliparib,MK-8776,102,1,11078,-1.6746,-0.6846,-0.6846,5.1975
MK-4541,MK-8776,74,1,11552,-1.6568,-0.6668,-0.6668,5.1975
Dexamethasone,PD-325901,27,69,185,-1.5163,-0.5263,-0.5263,5.1975
MK-4541,Erlotinib,74,34,482,-1.0982,-0.1082,-0.1082,5.1975
Metformin,Temozolomide,62,92,2099,-1.2954,-0.3054,-0.3054,5.1975
Lapatinib,MK-8776,52,1,3215,-1.1347,-0.1447,-0.1447,5.1975
Lapatinib,MK-2206,52,68,3222,-1.1395,-0.1495,-0.1495,5.1975
Lapatinib,SN 38 Lactone,52,87,3227,-1.2721,-0.2821,-0.2821,5.1975
MK-2206,SN 38 Lactone,68,87,3317,-1.2275,-0.2375,-0.2375,5.1975
Metformin,MK-8776,62,1,4416,-1.2465,-0.2565,-0.2565,5.1975
MK-4541,Vorinostat,74,106,4552,-1.4452,-0.4552,-0.4552,5.1975
MK-4541,MK-5108,74,53,6319,-1.13,-0.14,-0.14,5.1975
Cyclophosphamide,Ridaforolimus,20,84,7139,-1.1519,-0.1619,-0.1619,5.1975
Metformin,MK-2206,62,68,7340,-1.4816,-0.4916,-0.4916,5.1975
Doxorubicin,MK-8776,33,1,17690,-0.239,0.3614,-0.0563,4.7966
L-778123,Adavosertib,107,2,7656,-1.1308,-0.2133,-0.432,4.5098
L-778123,Adavosertib,107,2,13486,-1.0777,-0.114,-0.297,4.4441
L-778123,Adavosertib,107,2,11737,-1.1639,-0.2044,-0.3588,4.4332
L-778123,Adavosertib,107,2,18150,-1.1742,-0.2255,-0.3463,4.4096
Mitomycin,MK-8776,65,1,3290,-0.5496,0.2629,-0.1471,4.4012
L-778123,Adavosertib,107,2,12320,-1.2735,-0.3405,-0.4161,4.3905
L-778123,Adavosertib,107,2,19899,-1.2939,-0.3999,-0.4273,4.3786
Niraparib,MK-8776,72,1,12662,-0.8893,-0.0759,-0.4744,4.3772
Niraparib,MK-8776,72,1,9747,-0.8361,0.0973,-0.251,4.2791
Niraparib,MK-8776,72,1,5666,-1.2087,-0.3204,-0.4461,4.1369
MRK-003,Lapatinib,73,52,13861,-1.2612,-0.302,-0.3808,4.0447
MRK-003,Lapatinib,73,52,3367,-1.0982,-0.18,-0.2373,4.035
Temozolomide,MK-8776,92,1,15138,-1.024,-0.1628,-0.1628,4.0248
Niraparib,MK-8776,72,1,18492,-1.2198,-0.2616,-0.2877,4.0109
Niraparib,MK-8776,72,1,14411,-1.4132,-0.4374,-0.4939,4.0026
MRK-003,Lapatinib,73,52,15027,-1.1183,-0.1796,-0.1907,3.9916
MK-2206,Ridaforolimus,68,84,3316,-1.098,-0.108,-0.108,3.96
Niraparib,SN 38 Lactone,72,87,1595,-1.3181,-0.6203,-0.6203,3.1146
Niraparib,SN 38 Lactone,72,87,5676,-1.0231,-0.2048,-0.2231,3.0831
Niraparib,SN 38 Lactone,72,87,20251,-1.2402,-0.4104,-0.4104,3.0503
Niraparib,SN 38 Lactone,72,87,15004,-1.1631,-0.3153,-0.3153,3.0405
Niraparib,SN 38 Lactone,72,87,12089,-1.224,-0.3193,-0.3338,3.0268
Niraparib,SN 38 Lactone,72,87,2178,-1.1758,-0.2767,-0.2767,3.015
Temozolomide,Niraparib,92,72,14566,-1.1841,-0.2658,-0.2658,3.0064
Bortezomib,Dasatinib,11,24,18171,-0.2383,0.3939,-0.0929,2.9179
Vinblastine,L-778123,103,107,4676,0.1155,0.7008,0.116,2.8667
Vinorelbine,Geldanamycin,105,44,4702,-0.2934,0.2902,-0.2208,2.8316
Vinblastine,Temozolomide,103,92,11106,-0.0534,0.6757,0.0582,2.7763
SN 38 Lactone,MK-8776,87,1,12196,-0.2068,0.3323,-0.2068,2.7378
MRK-003,Metformin,73,62,6867,-0.2522,0.6533,-0.0151,2.5881
Etoposide,Veliparib,36,102,6059,-0.5731,0.1301,-0.1127,2.5718
Methotrexate,Bortezomib,63,11,21342,-1.0245,-0.2507,-0.6503,2.5087
Vorinostat,Geldanamycin,106,44,15797,-0.8462,0.0414,-0.4094,2.4753
Vorinostat,Sunitinib,106,90,22222,-0.7949,0.1379,-0.309,2.436
Etoposide,Niraparib,36,72,7239,-0.742,0.0731,-0.0375,2.3571
Ridaforolimus,Sorafenib,84,88,8696,-1.0896,-0.2655,-0.3788,2.3409
L-778123,MK-8776,107,1,3573,-0.5086,0.3748,0.1743,2.3364
Sunitinib,MK-8776,90,1,8122,-1.1101,-0.1689,-0.4978,2.3349
Sunitinib,MK-8776,90,1,15701,-1.038,-0.0988,-0.4093,2.3267
Etoposide,PD-325901,36,69,16566,-1.1562,-0.5289,-0.549,2.3157
Sorafenib,MK-8776,88,1,8701,-1.1966,-0.5541,-0.5742,2.3021
