drugNameA,drugNameB,idDrugA,idDrugB,comboId,bliss,loewe,hsa,zip
Dimesna,Temozolomide,848,92,591931,-0.6407,-0.025,-0.025,-0.6406
Chloramphenicol,Temozolomide,718,92,591797,-0.6407,-0.025,-0.025,-0.6407
Sulfapyridine,Temozolomide,1769,92,591079,-0.6408,-0.025,-0.025,-0.6408
Pazopanib hydrochloride,Temozolomide,1504,92,590805,-0.6413,-0.37,-0.37,-0.6409
Phenothiazine,Temozolomide,1516,92,590817,-0.6409,-0.025,-0.025,-0.6409
Rulide,Temozolomide,1653,92,590957,-0.6409,-0.025,-0.025,-0.6409
Mepivacaine hydrochloride,Temozolomide,1283,92,590574,-0.6411,-0.025,-0.025,-0.641
Pralatrexate,Temozolomide,81,92,591901,-0.6415,-0.408,-0.408,-0.6411
Emtricitabine,Temozolomide,907,92,591994,-0.6416,-0.026,-0.026,-0.6416
Xanthone,Temozolomide,1977,92,591296,-0.6419,-0.026,-0.026,-0.6418
Methocarbamol,Temozolomide,1295,92,590588,-0.642,-0.026,-0.026,-0.6419
Exemestane,Temozolomide,38,92,591444,-0.642,-0.026,-0.026,-0.6419
Dioscin,Temozolomide,851,92,591935,-0.6428,-0.61,-0.61,-0.6422
AZ-3146,Temozolomide,426,92,591484,-0.6425,-0.247,-0.247,-0.6423
Sclareolide,Temozolomide,1708,92,591015,-0.6427,-0.027,-0.027,-0.6426
Enoxolone,Temozolomide,911,92,591998,-0.6426,-0.027,-0.027,-0.6426
Aminoglutethimide,Temozolomide,485,92,591549,-0.6428,-0.027,-0.027,-0.6427
Vecuronium bromide,Temozolomide,1944,92,591264,-0.6429,-0.027,-0.027,-0.6428
Floxuridine,Temozolomide,39,92,591455,-0.6432,-0.359,-0.359,-0.6429
Erythromycin,Temozolomide,933,92,592021,-0.6431,-0.027,-0.027,-0.6431
Praziquantel,Temozolomide,1558,92,590859,-0.6437,-0.028,-0.028,-0.6436
Daclatasvir,Temozolomide,803,92,591885,-0.6436,-0.028,-0.028,-0.6436
Sulfameter,Temozolomide,1763,92,591073,-0.6437,-0.028,-0.028,-0.6437
Lomibuvir,Temozolomide,1926,92,591244,-0.6437,-0.028,-0.028,-0.6437
Lenalidomide,Temozolomide,54,92,591617,-0.6437,-0.028,-0.028,-0.6437
Chlorquinaldol,Temozolomide,728,92,591808,-0.6437,-0.028,-0.028,-0.6437
Iniparib,Temozolomide,1125,92,590405,-0.6439,-0.028,-0.028,-0.6438
Ascorbyl palmitate,Temozolomide,1173,92,590456,-0.6439,-0.028,-0.028,-0.6439
Telbivudine,Temozolomide,1822,92,591133,-0.644,-0.028,-0.028,-0.644
BI-D1870,Temozolomide,191,92,591236,-0.644,-0.028,-0.028,-0.644
Adavosertib,Temozolomide,2,92,591378,-0.6445,-0.403,-0.403,-0.6441
Cilostazol,Temozolomide,739,92,591819,-0.6444,-0.0291,-0.029,-0.6444
Sarafloxacin hydrochloride,Temozolomide,1703,92,591010,-0.6446,-0.029,-0.029,-0.6446
Embelin,Temozolomide,203,92,591329,-0.6446,-0.029,-0.029,-0.6446
Prazosin hydrochloride,Temozolomide,1559,92,590860,-0.6449,-0.029,-0.029,-0.6448
Cinacalcet hydrochloride,Temozolomide,741,92,591821,-0.6448,-0.029,-0.029,-0.6448
Bms-265246,Temozolomide,569,92,591640,-0.6452,-0.0301,-0.03,-0.6453
AZD-1981,Temozolomide,432,92,591491,-0.6456,-0.03,-0.03,-0.6456
Ki16198,Temozolomide,1167,92,590449,-0.6457,-0.03,-0.03,-0.6457
Odanacatib,Temozolomide,1414,92,590716,-0.6459,-0.03,-0.03,-0.6458
Sulfasalazine,Temozolomide,1770,92,591080,-0.6458,-0.03,-0.03,-0.6458
Arbidol Hydrochloride,Temozolomide,518,92,591585,-0.6458,-0.03,-0.03,-0.6458
Zocor,Temozolomide,182,92,591140,-0.6459,-0.03,-0.03,-0.6459
Megestrol Acetate,Temozolomide,58,92,591660,-0.6462,-0.0311,-0.031,-0.6463
Kinetin,Temozolomide,1170,92,590453,-0.6464,-0.0311,-0.031,-0.6464
DL-Carnitine hydrochloride,Temozolomide,798,92,591881,-0.6468,-0.031,-0.031,-0.6467
Dibucaine hydrochloride,Temozolomide,832,92,591915,-0.6467,-0.031,-0.031,-0.6467
Clorprenaline hydrochloride,Temozolomide,765,92,591846,-0.6474,-0.0321,-0.032,-0.6474
Betaxolol,Temozolomide,616,92,591688,-0.6475,-0.0321,-0.032,-0.6475
Dropropizine,Temozolomide,879,92,591963,-0.6477,-0.032,-0.032,-0.6476
Methscopolamine,Temozolomide,1296,92,590589,-0.6477,-0.032,-0.032,-0.6477
Olmesartan medoxomil,Temozolomide,1418,92,590720,-0.6478,-0.032,-0.032,-0.6477
Atropine,Temozolomide,539,92,591607,-0.6477,-0.032,-0.032,-0.6477
Vanillin,Temozolomide,1937,92,591256,-0.6478,-0.032,-0.032,-0.6478
Scopolamine butylbromide,Temozolomide,651,92,591726,-0.6478,-0.032,-0.032,-0.6478
Triamcinolone acetonide,Temozolomide,1884,92,591198,-0.6478,-0.0332,-0.033,-0.6479
NSC-405020,Temozolomide,1347,92,590643,-0.6484,-0.0331,-0.033,-0.6484
Benzydamine hydrochloride,Temozolomide,605,92,591677,-0.6483,-0.0331,-0.033,-0.6484
Prucalopride succinate,Temozolomide,1580,92,590881,-0.6485,-0.0331,-0.033,-0.6485
Nizatidine,Temozolomide,1400,92,590701,-0.6486,-0.033,-0.033,-0.6486
Tranilast,Temozolomide,1880,92,591194,-0.6487,-0.033,-0.033,-0.6487
Oxybutynin chloride,Temozolomide,1442,92,590743,-0.6491,-0.033,-0.033,-0.649
Acemetacin,Temozolomide,444,92,591504,-0.6491,-0.033,-0.033,-0.649
Brefeldin A,Temozolomide,633,92,591706,-0.6495,-0.575,-0.575,-0.649
Glipizide,Temozolomide,1054,92,590330,-0.6497,-0.034,-0.034,-0.6497
Safinamide mesylate,Temozolomide,1696,92,591002,-0.6497,-0.034,-0.034,-0.6497
Aminocaproic acid,Temozolomide,374,92,591428,-0.6497,-0.034,-0.034,-0.6497
Ampicillin trihydrate,Temozolomide,498,92,591564,-0.65,-0.034,-0.034,-0.6499
Bisoprolol fumarate,Temozolomide,630,92,591703,-0.65,-0.034,-0.034,-0.6499
Bosentan hydrate,Temozolomide,632,92,591705,-0.65,-0.034,-0.034,-0.65
Sclareol,Temozolomide,1707,92,591014,-0.6504,-0.0351,-0.035,-0.6505
Primaquine phosphate,Temozolomide,1565,92,590866,-0.6506,-0.035,-0.035,-0.6506
Apitolisib,Temozolomide,1012,92,590285,-0.6508,-0.035,-0.035,-0.6507
Naftopidil,Temozolomide,1360,92,590657,-0.6507,-0.035,-0.035,-0.6507
GW-5074,Temozolomide,1028,92,590301,-0.6509,-0.035,-0.035,-0.6509
Levosimendan,Temozolomide,1208,92,590495,-0.6515,-0.0361,-0.036,-0.6515
Phenylephrine hydrochloride,Temozolomide,1520,92,590821,-0.6515,-0.0361,-0.036,-0.6515
Levonorgestrel,Temozolomide,1207,92,590494,-0.6517,-0.036,-0.036,-0.6517
Oxaprozin,Temozolomide,1435,92,590736,-0.6517,-0.036,-0.036,-0.6517
Phenylmethylsulfonyl fluoride,Temozolomide,1484,92,590784,-0.6518,-0.036,-0.036,-0.6517
Sulfamethoxypyridazine,Temozolomide,1767,92,591077,-0.6517,-0.036,-0.036,-0.6517
Procaine hydrochloride,Temozolomide,1570,92,590871,-0.6518,-0.036,-0.036,-0.6518
Racecadotril,Temozolomide,1604,92,590905,-0.6518,-0.036,-0.036,-0.6518
UPF-1069,Temozolomide,1911,92,591228,-0.6518,-0.036,-0.036,-0.6518
Sodium valproate,Temozolomide,1935,92,591254,-0.6518,-0.036,-0.036,-0.6518
Vinflunine Tartrate,Temozolomide,1951,92,591270,-0.6523,-0.385,-0.385,-0.652
Octopamine hydrochloride,Temozolomide,367,92,591420,-0.652,-0.036,-0.036,-0.652
4-Chloro-3-methylphenol,Temozolomide,720,92,591800,-0.6522,-0.0371,-0.037,-0.6523
Malonoben,Temozolomide,1903,92,591219,-0.6523,-0.0382,-0.038,-0.6524
Naringin,Temozolomide,1370,92,590667,-0.6525,-0.0371,-0.037,-0.6525
Astragaloside A,Temozolomide,532,92,591599,-0.6526,-0.037,-0.037,-0.6526
Doxapram hydrochloride monohydrate,Temozolomide,868,92,591951,-0.6535,-0.0381,-0.038,-0.6535
Epinephrine bitartrate,Temozolomide,919,92,592006,-0.6536,-0.038,-0.038,-0.6536
Unii-84F6U3J2R6,Temozolomide,1034,92,590308,-0.6538,-0.038,-0.038,-0.6538
JNJ-7777120,Temozolomide,1149,92,590431,-0.6538,-0.038,-0.038,-0.6538
Geniposidic acid,Temozolomide,1044,92,590319,-0.6539,-0.038,-0.038,-0.6539
Dofetilide,Temozolomide,860,92,591944,-0.6539,-0.038,-0.038,-0.6539
Fenticonazole nitrate,Temozolomide,966,92,592056,-0.6544,-0.0391,-0.039,-0.6544
Linezolid,Temozolomide,1215,92,590503,-0.6546,-0.039,-0.039,-0.6546
Bacitracin ZINC,Temozolomide,583,92,591654,-0.6548,-0.039,-0.039,-0.6548
Carbidopa,Temozolomide,698,92,591775,-0.6549,-0.039,-0.039,-0.6548
Finasteride,Temozolomide,972,92,592062,-0.6549,-0.039,-0.039,-0.6549
Hdac-IN-1,Temozolomide,1239,92,590528,-0.655,-0.039,-0.039,-0.655
Alvespimycin,Temozolomide,162,92,590930,-0.6554,-0.397,-0.397,-0.655
Ganetespib,Temozolomide,1038,92,590312,-0.6556,-0.424,-0.424,-0.6551
Nocodazole,Temozolomide,1402,92,590703,-0.6556,-0.425,-0.425,-0.6552
Chlormezanone,Temozolomide,719,92,591799,-0.6552,-0.053,-0.053,-0.6552
Desmethyl Erlotinib,Temozolomide,1412,92,590714,-0.6554,-0.0401,-0.04,-0.6554
Kaempferol,Temozolomide,1161,92,590443,-0.6556,-0.04,-0.04,-0.6556
Phloretin,Temozolomide,1523,92,590824,-0.6556,-0.04,-0.04,-0.6556
Silibinin,Temozolomide,1722,92,591030,-0.6556,-0.04,-0.04,-0.6556
Proparacaine hydrochloride,Temozolomide,1575,92,590876,-0.6557,-0.04,-0.04,-0.6557
Ginkgolide-B,Temozolomide,1049,92,590325,-0.6558,-0.04,-0.04,-0.6558
Sodium picosulfate,Temozolomide,1737,92,591045,-0.6562,-0.045,-0.045,-0.6561
Galunisertib,Temozolomide,1181,92,590465,-0.6564,-0.0411,-0.041,-0.6564
Levothyroxine,Temozolomide,1174,92,590457,-0.6566,-0.041,-0.041,-0.6566
Cinchonidine,Temozolomide,742,92,591822,-0.6568,-0.041,-0.041,-0.6567
Glimepiride,Temozolomide,1053,92,590329,-0.6568,-0.041,-0.041,-0.6568
Sulfisoxazole,Temozolomide,1772,92,591082,-0.6568,-0.041,-0.041,-0.6568
SRT1720 HCl,Temozolomide,1692,92,590997,-0.6569,-0.041,-0.041,-0.6569
Hymecromone,Temozolomide,385,92,591440,-0.657,-0.041,-0.041,-0.657
PF-04691502,Temozolomide,1462,92,590763,-0.6577,-0.611,-0.611,-0.6571
Galeterone,Temozolomide,1035,92,590309,-0.6572,-0.0421,-0.042,-0.6573
Halobetasol propionate,Temozolomide,1076,92,590353,-0.6571,-0.0433,-0.043,-0.6573
Benzoic acid,Temozolomide,603,92,591675,-0.6575,-0.0421,-0.042,-0.6575
Paeonol,Temozolomide,1497,92,590798,-0.6577,-0.042,-0.042,-0.6576
Phenytoin,Temozolomide,1521,92,590822,-0.6576,-0.042,-0.042,-0.6576
Fluoxetine hydrochloride,Temozolomide,992,92,592083,-0.6576,-0.042,-0.042,-0.6576
Lamotrigine,Temozolomide,1197,92,590483,-0.658,-0.042,-0.042,-0.6579
Nilstat,Temozolomide,1407,92,590708,-0.6584,-0.0431,-0.043,-0.6584
Nadifloxacin,Temozolomide,1357,92,590653,-0.6586,-0.043,-0.043,-0.6586
Tropicamide,Temozolomide,1896,92,591212,-0.6588,-0.043,-0.043,-0.6587
Zibotentan,Temozolomide,258,92,591359,-0.6588,-0.043,-0.043,-0.6588
Tirbanibulin,Temozolomide,1159,92,590441,-0.6593,-0.388,-0.388,-0.6589
Dexamethasone,Temozolomide,27,92,591372,-0.6588,-0.0442,-0.044,-0.6589
Isradipine,Temozolomide,1139,92,590421,-0.659,-0.043,-0.043,-0.659
Indole-3-carbinol,Temozolomide,320,92,591394,-0.6595,-0.0441,-0.044,-0.6595
Nifenazone,Temozolomide,1390,92,590689,-0.6597,-0.044,-0.044,-0.6596
Sophocarpine,Temozolomide,1741,92,591049,-0.6596,-0.044,-0.044,-0.6596
IOX2,Temozolomide,1103,92,590381,-0.6599,-0.044,-0.044,-0.6598
Pirfenidone,Temozolomide,1538,92,590839,-0.6598,-0.044,-0.044,-0.6598
Dexlansoprazole,Temozolomide,826,92,591909,-0.6604,-0.0451,-0.045,-0.6604
Potassium iodide,Temozolomide,1549,92,590850,-0.6606,-0.045,-0.045,-0.6606
Hyodeoxycholic acid,Temozolomide,1091,92,590369,-0.6607,-0.045,-0.045,-0.6607
Camostat mesylate,Temozolomide,686,92,591762,-0.6607,-0.045,-0.045,-0.6607
Metoprolol tartrate,Temozolomide,1304,92,590597,-0.6609,-0.045,-0.045,-0.6608
Carbenoxolone sodium,Temozolomide,697,92,591774,-0.6612,-0.0461,-0.046,-0.6612
Levodropropizine,Temozolomide,1205,92,590492,-0.6614,-0.0461,-0.046,-0.6615
Eprazinone dihydrochloride,Temozolomide,925,92,592012,-0.6615,-0.0461,-0.046,-0.6615
Orotic acid,Temozolomide,1428,92,590730,-0.6616,-0.046,-0.046,-0.6616
Rolipram,Temozolomide,1645,92,590948,-0.6617,-0.046,-0.046,-0.6617
Imiquimod,Temozolomide,49,92,591565,-0.6617,-0.046,-0.046,-0.6617
Clopidogrel,Temozolomide,764,92,591845,-0.6617,-0.046,-0.046,-0.6617
PRX-08066 maleic acid,Temozolomide,1493,92,590794,-0.6623,-0.0471,-0.047,-0.6624
BRL-15572,Temozolomide,577,92,591648,-0.6623,-0.0471,-0.047,-0.6624
Lithocholic acid,Temozolomide,1219,92,590507,-0.6624,-0.0471,-0.047,-0.6625
CHEMBL272357,Temozolomide,386,92,591441,-0.6627,-0.133,-0.133,-0.6625
Pancuronium bromide,Temozolomide,1501,92,590802,-0.6627,-0.047,-0.047,-0.6626
Piroxicam,Temozolomide,1540,92,590841,-0.6626,-0.047,-0.047,-0.6626
Iloperidone,Temozolomide,1117,92,590396,-0.6628,-0.047,-0.047,-0.6627
Indacaterol maleate,Temozolomide,1121,92,590401,-0.6627,-0.047,-0.047,-0.6627
Adenine hydrochloride,Temozolomide,456,92,591517,-0.6627,-0.047,-0.047,-0.6627
Pizotifen malate,Temozolomide,1542,92,590843,-0.6629,-0.047,-0.047,-0.6628
Tanespimycin,Temozolomide,351,92,591410,-0.6636,-0.435,-0.435,-0.6632
SB-271046,Temozolomide,1669,92,590973,-0.6634,-0.0481,-0.048,-0.6634
Noscapine hydrochloride,Temozolomide,1405,92,590706,-0.6635,-0.0481,-0.048,-0.6635
Eprosartan mesylate,Temozolomide,926,92,592013,-0.6635,-0.0481,-0.048,-0.6635
Salidroside,Temozolomide,1699,92,591006,-0.6636,-0.048,-0.048,-0.6636
Dronedarone hydrochloride,Temozolomide,877,92,591960,-0.6636,-0.048,-0.048,-0.6636
beta-Carotene,Temozolomide,611,92,591683,-0.6637,-0.048,-0.048,-0.6637
Furosemide,Temozolomide,1007,92,590280,-0.6638,-0.048,-0.048,-0.6638
Bepotastine besilate,Temozolomide,607,92,591679,-0.6638,-0.048,-0.048,-0.6638
Pranoprofen,Temozolomide,1555,92,590856,-0.6643,-0.071,-0.071,-0.6642
Domperidone,Temozolomide,863,92,591947,-0.6644,-0.0491,-0.049,-0.6644
Aclidinium bromide,Temozolomide,453,92,591514,-0.6646,-0.049,-0.049,-0.6646
Clozapine,Temozolomide,771,92,591853,-0.6646,-0.049,-0.049,-0.6646
Mannitol,Temozolomide,793,92,591876,-0.6646,-0.049,-0.049,-0.6646
Nilvadipine,Temozolomide,1393,92,590693,-0.6648,-0.049,-0.049,-0.6647
Canagliflozin,Temozolomide,688,92,591764,-0.6647,-0.049,-0.049,-0.6647
Mesalamine,Temozolomide,1288,92,590579,-0.6648,-0.049,-0.049,-0.6648
Milnacipran hydrochloride,Temozolomide,1315,92,590609,-0.6648,-0.049,-0.049,-0.6648
TAK-715,Temozolomide,1787,92,591098,-0.6648,-0.049,-0.049,-0.6648
Cilazapril monohydrate,Temozolomide,735,92,591815,-0.6648,-0.049,-0.049,-0.6648
Chromocarb,Temozolomide,730,92,591810,-0.6654,-0.0501,-0.05,-0.6654
Pramoxine hydrochloride,Temozolomide,1553,92,590854,-0.6654,-0.0501,-0.05,-0.6655
Doxifluridine,Temozolomide,871,92,591955,-0.6656,-0.05,-0.05,-0.6656
Indole-3-butyric acid,Temozolomide,382,92,591437,-0.6658,-0.05,-0.05,-0.6657
Aliskiren hemifumarate,Temozolomide,466,92,591528,-0.6657,-0.05,-0.05,-0.6657
SSR128129E,Temozolomide,1693,92,590999,-0.6666,-0.051,-0.051,-0.6666
Doramapimod,Temozolomide,564,92,591634,-0.6666,-0.051,-0.051,-0.6666
Enobosarm,Temozolomide,1247,92,590536,-0.6667,-0.051,-0.051,-0.6667
Phentolamine mesylate,Temozolomide,1518,92,590819,-0.6667,-0.051,-0.051,-0.6667
TGF-beta RI Inhibitor III,Temozolomide,1673,92,590977,-0.6669,-0.165,-0.165,-0.6667
Ergocalciferol,Temozolomide,1954,92,591273,-0.6667,-0.051,-0.051,-0.6667
Anastrozole,Temozolomide,7,92,591875,-0.6669,-0.051,-0.051,-0.6668
Dutasteride,Temozolomide,883,92,591967,-0.6669,-0.051,-0.051,-0.6668
Homatropine hydrobromide,Temozolomide,1084,92,590361,-0.667,-0.051,-0.051,-0.6669
Epinephrine hydrochloride,Temozolomide,920,92,592007,-0.6669,-0.051,-0.051,-0.6669
PHA-767491,Temozolomide,1475,92,590775,-0.667,-0.051,-0.051,-0.667
Acetanilide,Temozolomide,446,92,591506,-0.6674,-0.0521,-0.052,-0.6674
Hyoscyamine,Temozolomide,1092,92,590370,-0.6674,-0.0521,-0.052,-0.6675
Carprofen,Temozolomide,701,92,591779,-0.6675,-0.0521,-0.052,-0.6675
Ferrostatin-1,Temozolomide,967,92,592057,-0.6676,-0.052,-0.052,-0.6676
Resveratrol,Temozolomide,1622,92,590923,-0.6677,-0.052,-0.052,-0.6677
Prednisone,Temozolomide,1561,92,590862,-0.6679,-0.052,-0.052,-0.6679
Ursodeoxycholic acid,Temozolomide,1917,92,591234,-0.6683,-0.078,-0.078,-0.6682
Fulvestrant,Temozolomide,42,92,591487,-0.6684,-0.0531,-0.053,-0.6684
Benserazide hydrochloride,Temozolomide,599,92,591671,-0.6686,-0.053,-0.053,-0.6686
Danoprevir,Temozolomide,807,92,591889,-0.6687,-0.053,-0.053,-0.6687
Diphenhydramine hydrochloride,Temozolomide,856,92,591940,-0.6687,-0.053,-0.053,-0.6687
Moxonidine,Temozolomide,1334,92,590629,-0.6689,-0.053,-0.053,-0.6688
Pretomanid,Temozolomide,1452,92,590753,-0.6689,-0.053,-0.053,-0.6688
Prednisolone,Temozolomide,1560,92,590861,-0.6693,-0.0541,-0.054,-0.6694
Gramine,Temozolomide,1061,92,590337,-0.6695,-0.0541,-0.054,-0.6695
Dehydroepiandrosterone,Temozolomide,819,92,591902,-0.6694,-0.0541,-0.054,-0.6695
WZ-811,Temozolomide,1970,92,591289,-0.6696,-0.054,-0.054,-0.6696
"2,4,5-Trimethoxybenzaldehyde",Temozolomide,527,92,591594,-0.6696,-0.054,-0.054,-0.6696
Epinephrine,Temozolomide,1172,92,590455,-0.6697,-0.054,-0.054,-0.6697
Venlafaxine,Temozolomide,1945,92,591265,-0.6697,-0.054,-0.054,-0.6697
ZM 323881 hydrochloride,Temozolomide,1988,92,591308,-0.6697,-0.054,-0.054,-0.6697
Rifabutin,Temozolomide,1627,92,590928,-0.6698,-0.054,-0.054,-0.6698
Ursolic acid,Temozolomide,1918,92,591235,-0.6703,-0.0551,-0.055,-0.6703
Hydralazine hydrochloride,Temozolomide,1087,92,590364,-0.6704,-0.0551,-0.055,-0.6705
Phenoxybenzamine hydrochloride,Temozolomide,1517,92,590818,-0.6705,-0.0551,-0.055,-0.6705
Vidarabine,Temozolomide,1947,92,591267,-0.6705,-0.0551,-0.055,-0.6705
Naringin dihydrochalcone,Temozolomide,1371,92,590668,-0.6706,-0.055,-0.055,-0.6706
Tolfenamic acid,Temozolomide,1865,92,591178,-0.6707,-0.055,-0.055,-0.6707
ML133 hydrochloride,Temozolomide,1252,92,590542,-0.6708,-0.055,-0.055,-0.6708
SB-269970 hydrochloride,Temozolomide,1668,92,590972,-0.6708,-0.055,-0.055,-0.6708
Tanshinone I,Temozolomide,1813,92,591124,-0.671,-0.055,-0.055,-0.6709
Nalidixic acid,Temozolomide,1362,92,590659,-0.6716,-0.056,-0.056,-0.6716
Natamycin,Temozolomide,1372,92,590669,-0.6716,-0.056,-0.056,-0.6716
Omipalisib,Temozolomide,1020,92,590293,-0.6722,-0.548,-0.548,-0.6717
Genistein,Temozolomide,1045,92,590320,-0.6719,-0.056,-0.056,-0.6718
Sulfamethazine,Temozolomide,1764,92,591074,-0.6718,-0.056,-0.056,-0.6718
Temocapril hydrochloride,Temozolomide,1824,92,591135,-0.6718,-0.056,-0.056,-0.6718
PI3K inhibitor X,Temozolomide,361,92,591414,-0.6719,-0.056,-0.056,-0.6718
Medetomidine hydrochloride,Temozolomide,1273,92,590563,-0.6719,-0.056,-0.056,-0.6719
Sepantronium Bromide,Temozolomide,184,92,591161,-0.6725,-0.586,-0.586,-0.6719
Cryptotanshinone,Temozolomide,778,92,591860,-0.6718,-0.0572,-0.057,-0.6719
Anisotropine methylbromide,Temozolomide,509,92,591576,-0.6722,-0.0571,-0.057,-0.6722
KW-2478,Temozolomide,1158,92,590440,-0.6727,-0.306,-0.306,-0.6724
Atorvastatin calcium,Temozolomide,536,92,591603,-0.6723,-0.0571,-0.057,-0.6724
Prochlorperazine maleate,Temozolomide,1571,92,590872,-0.6725,-0.0571,-0.057,-0.6725
Azelnidipine,Temozolomide,551,92,591620,-0.6725,-0.0571,-0.057,-0.6725
Neflamapimod,Temozolomide,1928,92,591246,-0.6726,-0.057,-0.057,-0.6726
Voglibose,Temozolomide,1956,92,591275,-0.6726,-0.057,-0.057,-0.6726
Naloxone hydrochloride,Temozolomide,1363,92,590660,-0.6727,-0.057,-0.057,-0.6727
Zoledronic Acid,Temozolomide,108,92,590366,-0.6728,-0.057,-0.057,-0.6728
Indapamide,Temozolomide,1122,92,590402,-0.6728,-0.057,-0.057,-0.6728
Lansoprazole,Temozolomide,1198,92,590484,-0.6728,-0.057,-0.057,-0.6728
Cabazitaxel,Temozolomide,680,92,591756,-0.6739,-0.491,-0.491,-0.6734
Isovaleramide,Temozolomide,1137,92,590418,-0.6735,-0.0581,-0.058,-0.6735
Mesna,Temozolomide,1289,92,590581,-0.6735,-0.0581,-0.058,-0.6735
Priligy,Temozolomide,811,92,591893,-0.6735,-0.0581,-0.058,-0.6735
Methyl-Hesperidin,Temozolomide,1298,92,590591,-0.6736,-0.058,-0.058,-0.6736
Streptozocin,Temozolomide,89,92,591985,-0.6736,-0.058,-0.058,-0.6736
Cetirizine hydrochloride,Temozolomide,714,92,591793,-0.6737,-0.058,-0.058,-0.6737
Etomidate,Temozolomide,949,92,592039,-0.6737,-0.058,-0.058,-0.6737
Ivacaftor,Temozolomide,1142,92,590424,-0.6738,-0.058,-0.058,-0.6738
MPEP,Temozolomide,1259,92,590549,-0.6738,-0.058,-0.058,-0.6738
Cyclophosphamide,Temozolomide,20,92,591331,-0.6738,-0.058,-0.058,-0.6738
Pentamidine,Temozolomide,1510,92,590811,-0.6743,-0.0591,-0.059,-0.6743
RKI-1447,Temozolomide,1602,92,590903,-0.6744,-0.0591,-0.059,-0.6744
GW-9662,Temozolomide,318,92,591392,-0.6745,-0.0591,-0.059,-0.6745
Tetrahydropalmatine,Temozolomide,1651,92,590955,-0.6747,-0.059,-0.059,-0.6747
Tadalafil,Temozolomide,1807,92,591118,-0.6748,-0.059,-0.059,-0.6747
Albendazole oxide,Temozolomide,462,92,591524,-0.6749,-0.059,-0.059,-0.6748
Lomustine,Temozolomide,56,92,591639,-0.6749,-0.059,-0.059,-0.6748
Flavoxate hydrochloride,Temozolomide,976,92,592066,-0.6748,-0.059,-0.059,-0.6748
Flubendazole,Temozolomide,979,92,592069,-0.6754,-0.423,-0.423,-0.675
CGS 21680 hydrochloride,Temozolomide,663,92,591738,-0.6754,-0.0601,-0.06,-0.6754
Fenspiride hydrochloride,Temozolomide,965,92,592055,-0.6754,-0.0601,-0.06,-0.6754
PD128907 Hydrochloride,Temozolomide,1456,92,590757,-0.6756,-0.06,-0.06,-0.6756
Gemfibrozil,Temozolomide,1041,92,590316,-0.6757,-0.06,-0.06,-0.6757
Flunixin meglumine,Temozolomide,988,92,592078,-0.6759,-0.06,-0.06,-0.6758
Ilomastat,Temozolomide,1116,92,590395,-0.6764,-0.0611,-0.061,-0.6765
Myricetin,Temozolomide,1338,92,590633,-0.6766,-0.061,-0.061,-0.6766
Benzethonium chloride,Temozolomide,601,92,591673,-0.6765,-0.0622,-0.062,-0.6766
Venetoclax,Temozolomide,163,92,590941,-0.677,-0.193,-0.193,-0.6768
Teniposide,Temozolomide,93,92,592027,-0.6773,-0.567,-0.567,-0.6768
Lumiracoxib,Temozolomide,1236,92,590524,-0.6769,-0.061,-0.061,-0.6769
BIIB-021,Temozolomide,562,92,591632,-0.6774,-0.413,-0.413,-0.677
Phenformin hydrochloride,Temozolomide,1513,92,590814,-0.6773,-0.0621,-0.062,-0.6773
Loratadine,Temozolomide,1227,92,590515,-0.6774,-0.0621,-0.062,-0.6774
Bromfenac sodium,Temozolomide,637,92,591710,-0.6776,-0.062,-0.062,-0.6776
Methyclothiazide,Temozolomide,1297,92,590590,-0.6784,-0.0631,-0.063,-0.6784
Reserpine,Temozolomide,1620,92,590921,-0.6785,-0.0631,-0.063,-0.6785
Timolol maleate,Temozolomide,1852,92,591165,-0.6785,-0.0631,-0.063,-0.6785
Guanosine,Temozolomide,1068,92,590344,-0.6786,-0.063,-0.063,-0.6786
Mirtazapine,Temozolomide,1318,92,590612,-0.6785,-0.063,-0.063,-0.6786
Succinylcholine chloride dihydrate,Temozolomide,1754,92,591063,-0.6786,-0.063,-0.063,-0.6786
Sildenafil citrate,Temozolomide,1721,92,591029,-0.6787,-0.063,-0.063,-0.6787
5-Hydroxytryptophan,Temozolomide,388,92,591443,-0.6793,-0.0641,-0.064,-0.6793
Amiodarone hydrochloride,Temozolomide,488,92,591552,-0.6793,-0.0641,-0.064,-0.6793
Trichlormethiazide,Temozolomide,1886,92,591200,-0.6794,-0.0641,-0.064,-0.6794
Selisistat,Temozolomide,310,92,591388,-0.6794,-0.0641,-0.064,-0.6794
Piperine,Temozolomide,1535,92,590836,-0.6795,-0.0641,-0.064,-0.6795
Pranlukast,Temozolomide,1554,92,590855,-0.6795,-0.0641,-0.064,-0.6795
Ractopamine hydrochloride,Temozolomide,1605,92,590906,-0.6795,-0.0641,-0.064,-0.6795
Serotonin hydrochloride,Temozolomide,1716,92,591023,-0.6795,-0.0641,-0.064,-0.6795
Suvorexant,Temozolomide,1778,92,591088,-0.6795,-0.0641,-0.064,-0.6795
VU-0357121,Temozolomide,1921,92,591239,-0.6795,-0.0641,-0.064,-0.6795
7-Aminocephalosporanic acid,Temozolomide,389,92,591445,-0.6795,-0.0641,-0.064,-0.6795
Acarbose,Temozolomide,441,92,591501,-0.6795,-0.0641,-0.064,-0.6795
