drugNameA,drugNameB,idDrugA,idDrugB,comboId,bliss,loewe,hsa,zip
Cerivastatin,Dronedarone,263,270,383780,0.0154,0.0156,0.0156,0.0159
Hydroxyurea,Eflornithine,46,271,384657,0.0134,0.0135,0.0134,0.0145
Hydroxyurea,Topiramate,46,294,384670,0.0134,0.0134,0.0134,0.0145
Ethinyl estradiol,Hydroxyurea,272,46,384013,0.0134,0.0134,0.0134,0.0144
Sodium diethyldithiocarbamate trihydrate,Sulfinpyrazone,289,290,384439,0.0134,0.0163,0.0163,0.0144
Hydroxyurea,Cinacalcet,46,265,384656,0.0134,0.0134,0.0134,0.014
Fluorouracil,Chlorzoxazone,41,264,384623,0.013,0.3753,0.3753,0.0139
Dronedarone,Hydroxyurea,270,46,383967,0.0133,0.0134,0.0134,0.0137
Valproic acid,Chlorzoxazone,296,264,384572,0.0122,0.0125,0.0122,0.0137
Cerivastatin,Sulfinpyrazone,263,290,383787,0.0126,0.0156,0.0156,0.0136
Cerivastatin,Isoniazid,263,276,383781,0.0124,0.0156,0.0156,0.0134
Cerivastatin,Topiramate,263,294,383791,0.0124,0.0124,0.0124,0.0134
Everolimus,Itraconazole,37,277,384606,0.0122,0.0145,0.0142,0.0133
Fluorouracil,Carisoprodol,41,262,384622,0.0105,0.027,0.0264,0.0119
Sodium diethyldithiocarbamate trihydrate,Dronedarone,289,270,384430,0.0112,0.0114,0.0114,0.0117
Hydroxyurea,Sulfinpyrazone,46,290,384667,0.0105,0.0134,0.0134,0.0115
Isoniazid,Hydroxyurea,276,46,384113,0.0103,0.0134,0.0134,0.0113
Oxyphenbutazone,Cinacalcet,285,265,384332,0.0102,0.0102,0.0102,0.0108
Trifluoperazine,Valproic acid,248,296,383662,0.0088,0.0098,0.0088,0.0106
Aprepitant,Thiabendazole,260,292,383711,0.0085,0.2775,0.2771,0.0098
Pazopanib,Thiabendazole,286,292,384369,0.0072,0.2702,0.27,0.0086
Nitisinone,Carboplatin,284,14,384299,0.0075,0.022,0.022,0.0085
Sodium diethyldithiocarbamate trihydrate,Carboplatin,289,14,384426,0.0059,0.022,0.022,0.0069
Methotrexate,Topiramate,63,294,384737,0.0051,0.0053,0.0051,0.0062
Mercaptopurine,Dihydroqinghaosu,61,261,384697,0.0044,0.1203,0.1203,0.0054
Leflunomide,Mercaptopurine,278,61,384159,0.0041,0.12,0.12,0.0051
Dipyridamole,Febuxostat,269,273,383919,0.0023,0.1749,0.1746,0.0035
Azacitidine,Eflornithine,8,271,384783,0.0022,0.0022,0.0022,0.0032
Azacitidine,Topiramate,8,294,384796,0.0022,0.0022,0.0022,0.0032
Cycloguanil,Albendazole,267,259,383866,0.0021,0.1075,0.1075,0.0029
Topiramate,Aprepitant,294,260,384534,0.0011,0.0015,0.0011,0.0028
Cinacalcet,Azacitidine,265,8,383831,0.0022,0.0022,0.0022,0.0027
Vorinostat,Carisoprodol,106,262,383531,0.0015,0.0173,0.0173,0.0025
Isoniazid,Fluorouracil,276,41,384112,0.0011,0.0048,0.0043,0.0025
Azacitidine,Dronedarone,8,270,384782,0.002,0.0022,0.0022,0.0025
Carboplatin,Vorinostat,14,106,383578,0.0012,0.0306,0.0306,0.0022
Eflornithine,Ethinyl estradiol,271,272,383977,0,0.0003,0,0.002
Ethinyl estradiol,Topiramate,272,294,384010,0,0.0004,0,0.002
Ethinyl estradiol,Valproic acid,272,296,384011,0,0.0003,0,0.002
Valproic acid,Eflornithine,296,271,384576,0,0.0003,0,0.002
Chlorzoxazone,Tizoxanide,264,293,383805,0.0007,0.1467,0.1467,0.0017
Cinacalcet,Ethinyl estradiol,265,272,383818,0,0.0004,0,0.0016
Cinacalcet,Topiramate,265,294,383826,0,0.0003,0,0.0016
Cinacalcet,Valproic acid,265,296,383828,0,0.0003,0,0.0016
Eflornithine,Cinacalcet,271,265,383974,0,0.0003,0,0.0016
Clofarabine,Dronedarone,19,270,383600,0.001,0.0012,0.0012,0.0015
Irinotecan,Ethinyl estradiol,275,272,384075,0.0005,0.0005,0.0005,0.0015
Irinotecan,Topiramate,275,294,384086,0.0005,0.0005,0.0005,0.0015
Topiramate,Triflupromazine,294,295,384548,0,0.0003,0,0.0015
Irinotecan,Cinacalcet,275,265,384071,0.0005,0.0005,0.0005,0.0011
Cytarabine,Topiramate,21,294,383628,0,0,0,0.001
Clofarabine active form,Diazoxide,266,268,383843,0,0,0,0.001
Clofarabine active form,Isoniazid,266,276,383848,0,0,0,0.001
Ethinyl estradiol,Mefloquine,272,280,384001,0,0,0,0.001
Ethinyl estradiol,Mycophenolic acid,272,281,384002,0,0,0,0.001
Ethinyl estradiol,Pyrvinium chloride dihydrate,272,287,384005,0,0,0,0.001
Halofantrine,Ethinyl estradiol,274,272,384048,0,0,0,0.001
Irinotecan,Triflupromazine,275,295,384087,0.0005,0.0005,0.0005,0.001
Mefloquine,Topiramate,280,294,384208,0,0,0,0.001
Mycophenolic acid,Topiramate,281,294,384237,0,0,0,0.001
Topiramate,Halofantrine,294,274,384539,0,0,0,0.001
Valproic acid,Oxyphenbutazone,296,285,384582,-0.0001,0.0401,0.0401,0.0009
Dronedarone,Irinotecan,270,275,383951,0.0003,0.0005,0.0005,0.0008
Cerivastatin,Carisoprodol,263,262,383775,-0.0002,0.0156,0.0156,0.0007
Cytarabine,Cinacalcet,21,265,383615,0,0,0,0.0006
Halofantrine,Cinacalcet,274,265,384045,0,0,0,0.0006
Mefloquine,Cinacalcet,280,265,384188,0,0,0,0.0006
Mycophenolic acid,Cinacalcet,281,265,384222,0,0,0,0.0006
Clofarabine active form,Cinacalcet,266,265,383842,0,0,0,0.0005
Pyrvinium chloride dihydrate,Triflupromazine,287,295,384395,0,0,0,0.0005
Triflupromazine,Halofantrine,295,274,384556,0,0,0,0.0005
Triflupromazine,Mefloquine,295,280,384558,0,0,0,0.0005
Triflupromazine,Mycophenolic acid,295,281,384559,0,0,0,0.0005
Dronedarone,Cytarabine,270,21,383940,-0.0002,0,0,0.0003
Dronedarone,Halofantrine,270,274,383950,-0.0002,0,0,0.0003
Dronedarone,Mefloquine,270,280,383955,-0.0002,0,0,0.0003
Dronedarone,Mycophenolic acid,270,281,383956,-0.0002,0,0,0.0003
Sulfinpyrazone,Azacitidine,290,8,384464,-0.0007,0.0022,0.0022,0.0003
Itraconazole,Valproic acid,277,296,384136,-0.002,-0.0012,-0.002,0
Nisoldipine,Cerivastatin,283,263,384277,-0.0009,0.0156,0.0156,0
Azacitidine,Isoniazid,8,276,384785,-0.001,0.0022,0.0022,0
Thiabendazole,Ethinyl estradiol,292,272,384485,-0.0018,-0.0018,-0.0018,-0.0001
Fluorouracil,Carboplatin,41,14,384619,-0.0016,0.0285,0.0279,-0.0002
Cinacalcet,Pyrvinium chloride dihydrate,265,287,383823,-0.0012,0,0,-0.0006
Clofarabine,Sulfinpyrazone,19,290,383607,-0.0017,0.0012,0.0012,-0.0007
Sulfinpyrazone,Bortezomib,290,11,384443,-0.0018,0.0012,0.0012,-0.0008
Itraconazole,Cytarabine,277,21,384116,-0.002,0,0,-0.001
Itraconazole,Mycophenolic acid,277,281,384130,-0.002,0,0,-0.001
Ethinyl estradiol,Isoniazid,272,276,383997,-0.0032,-0.0032,-0.0032,-0.0012
Isoniazid,Topiramate,276,294,384108,-0.0032,-0.0029,-0.0032,-0.0012
Sulfinpyrazone,Triflupromazine,290,295,384459,-0.0029,-0.0029,-0.0029,-0.0015
Irinotecan,Isoniazid,275,276,384076,-0.0027,0.0005,0.0005,-0.0017
Isoniazid,Triflupromazine,276,295,384109,-0.0032,-0.0032,-0.0032,-0.0018
Cytarabine,Sulfinpyrazone,21,290,383624,-0.0029,0,0,-0.0019
Diazoxide,Sulfinpyrazone,268,290,383905,-0.003,0,-0.0001,-0.0019
Halofantrine,Sulfinpyrazone,274,290,384058,-0.0029,0,0,-0.0019
Mefloquine,Sulfinpyrazone,280,290,384204,-0.0029,0,0,-0.0019
Bortezomib,Carisoprodol,11,262,383566,-0.003,0.0128,0.0128,-0.0021
Hydroxyurea,Nisoldipine,46,283,384662,-0.003,0.0134,0.0134,-0.0021
Halofantrine,Isoniazid,274,276,384051,-0.0032,0,0,-0.0022
Mefloquine,Isoniazid,280,276,384193,-0.0032,0,0,-0.0022
Everolimus,Valproic acid,37,296,384616,-0.0033,-0.003,-0.0033,-0.0022
Eflornithine,Mycophenolic acid,271,281,383982,-0.0038,-0.0038,-0.0038,-0.0028
Thiabendazole,Tizoxanide,292,293,384495,-0.004,0.1423,0.1423,-0.0028
Hydroxyurea,Triflupromazine,46,295,384671,-0.0034,-0.0034,-0.0034,-0.0029
Trifluoperazine,Oxyphenbutazone,248,285,383653,-0.0044,0.0169,0.0169,-0.0036
Niclosamide,Teriflunomide,282,291,384263,-0.0052,0.2383,0.2377,-0.0038
Sulfinpyrazone,Isoniazid,290,276,384451,-0.0062,-0.003,-0.0032,-0.0042
Teriflunomide,Chlorzoxazone,291,264,384467,-0.0055,0.2369,0.2369,-0.0042
Trifluoperazine,Cerivastatin,248,263,383637,-0.0057,0.0156,0.0156,-0.005
Vorinostat,Triflupromazine,106,295,383554,-0.0069,-0.0069,-0.0069,-0.0064
Trifluoperazine,Hydroxyurea,248,46,383665,-0.0078,0.0134,0.0134,-0.0071
Clofarabine active form,Mefloquine,266,280,383851,-0.0083,0,0,-0.0073
Albendazole,Mercaptopurine,259,61,383696,-0.0084,0.1075,0.1075,-0.0074
Dronedarone,Cycloguanil,270,267,383946,-0.0086,-0.0083,-0.0084,-0.0075
Bortezomib,Trifluoperazine,11,248,383565,-0.0085,0.0128,0.0128,-0.0077
Sulfinpyrazone,Doxorubicin,290,33,384461,-0.0087,-0.0058,-0.0058,-0.0077
Isoniazid,Pyrvinium chloride dihydrate,276,287,384105,-0.0091,0,0,-0.0081
Nisoldipine,Sodium diethyldithiocarbamate trihydrate,283,289,384291,-0.0097,0.0068,0.0068,-0.0087
Aprepitant,Carboplatin,260,14,383699,-0.0099,0.022,0.022,-0.0089
Mycophenolic acid,Valproic acid,281,296,384238,-0.0103,0.03,0.03,-0.0092
Pyrvinium chloride dihydrate,Valproic acid,287,296,384396,-0.0112,0,0,-0.0102
Nisoldipine,Isoniazid,283,276,384284,-0.0133,-0.0091,-0.0101,-0.0114
Nitisinone,Imatinib,284,48,384326,-0.0124,0.1573,0.1572,-0.0115
Cycloguanil,Nisoldipine,267,283,383879,-0.0134,0.0032,0.0032,-0.0118
Dronedarone,Febuxostat,270,273,383949,-0.014,-0.0138,-0.0139,-0.0127
Cerivastatin,Carboplatin,263,14,383771,-0.0138,0.0156,0.0156,-0.0128
Cycloguanil,Isoniazid,267,276,383875,-0.0148,-0.0109,-0.0116,-0.0132
Nisoldipine,Azacitidine,283,8,384297,-0.0143,0.0022,0.0022,-0.0134
Nitisinone,Pyrvinium chloride dihydrate,284,287,384315,-0.0145,0,0,-0.0135
Carisoprodol,Clofarabine,262,19,383749,-0.0146,0.0012,0.0012,-0.0136
Febuxostat,Imatinib,273,48,384039,-0.0147,0.1573,0.1572,-0.0137
Carisoprodol,Topiramate,262,294,383764,-0.016,-0.0157,-0.016,-0.014
Clofarabine,Nisoldipine,19,283,383603,-0.0153,0.0012,0.0012,-0.0143
Irinotecan,Carisoprodol,275,262,384069,-0.0153,0.0005,0.0005,-0.0143
Sunitinib,Cycloguanil,90,267,384810,-0.0157,0.0911,0.0905,-0.0146
Nisoldipine,Eflornithine,283,271,384281,-0.0166,-0.0156,-0.0166,-0.0147
Doxorubicin,Carisoprodol,33,262,384589,-0.0157,0.0001,0.0001,-0.0147
Cytarabine,Carisoprodol,21,262,383613,-0.0158,0,0,-0.0148
Carisoprodol,Mycophenolic acid,262,281,383757,-0.0158,0,0,-0.0148
Nisoldipine,Cinacalcet,283,265,384279,-0.0166,-0.0157,-0.0166,-0.0151
Nisoldipine,Doxorubicin,283,33,384294,-0.0164,0.0001,0.0001,-0.0154
Halofantrine,Nisoldipine,274,283,384055,-0.0165,0,0,-0.0155
Mycophenolic acid,Nisoldipine,281,283,384230,-0.0165,0,0,-0.0155
Nisoldipine,Cytarabine,283,21,384273,-0.0165,0,0,-0.0155
Nisoldipine,Mefloquine,283,280,384288,-0.0165,0,0,-0.0155
Bortezomib,Carboplatin,11,14,383564,-0.0166,0.0128,0.0128,-0.0156
Dipyridamole,Temozolomide,269,92,383938,-0.0166,0.3488,0.3486,-0.0156
Vorinostat,Sulfinpyrazone,106,290,383550,-0.0172,-0.0143,-0.0143,-0.0162
Carboplatin,Itraconazole,14,277,383583,-0.0173,0.022,0.022,-0.0163
Nisoldipine,Itraconazole,283,277,384285,-0.0187,-0.0157,-0.0166,-0.0167
Isoniazid,Everolimus,276,37,384111,-0.0183,-0.0148,-0.0151,-0.0172
Valproic acid,Carboplatin,296,14,384569,-0.0182,0.022,0.022,-0.0173
Sulfinpyrazone,Nisoldipine,290,283,384454,-0.0196,-0.0156,-0.0166,-0.0176
Vorinostat,Valproic acid,106,296,383555,-0.019,0.0212,0.0212,-0.018
Quinine,Mitotane,288,66,384424,-0.0196,0.4788,0.4786,-0.0186
Aprepitant,Chlorzoxazone,260,264,383703,-0.0204,0.3416,0.3415,-0.0192
Trifluoperazine,Clofarabine,248,19,383633,-0.0201,0.0012,0.0012,-0.0193
Febuxostat,Cytarabine,273,21,384020,-0.0204,0.025,0.025,-0.0194
Trifluoperazine,Eflornithine,248,271,383644,-0.0215,-0.0205,-0.0215,-0.0197
Trifluoperazine,Topiramate,248,294,383660,-0.0215,-0.0205,-0.0215,-0.0197
Cinacalcet,Dipyridamole,265,269,383817,-0.0207,-0.0207,-0.0207,-0.0197
Trifluoperazine,Irinotecan,248,275,383647,-0.0208,0.0005,0.0005,-0.02
Mefloquine,Pyrvinium chloride dihydrate,280,287,384202,-0.0211,-0.0128,-0.0128,-0.0202
Pyrvinium chloride dihydrate,Temozolomide,287,92,384401,-0.0212,0,0,-0.0202
Trifluoperazine,Triflupromazine,248,295,383661,-0.0215,-0.0207,-0.0215,-0.0203
Trifluoperazine,Dronedarone,248,270,383643,-0.0217,-0.0207,-0.0215,-0.0204
Trifluoperazine,Doxorubicin,248,33,383663,-0.0212,0.0001,0.0001,-0.0204
Trifluoperazine,Cytarabine,248,21,383634,-0.0213,0,0,-0.0205
Trifluoperazine,Halofantrine,248,274,383646,-0.0213,0,0,-0.0205
Mefloquine,Trifluoperazine,280,248,384185,-0.0213,0,0,-0.0205
Mycophenolic acid,Trifluoperazine,281,248,384218,-0.0213,0,0,-0.0205
Mefloquine,Itraconazole,280,277,384194,-0.0224,-0.0204,-0.0204,-0.0214
Mercaptopurine,Dronedarone,61,270,384700,-0.0234,-0.0232,-0.0232,-0.0221
Nisoldipine,Irinotecan,283,275,384283,-0.0234,-0.007,-0.007,-0.0225
Nitisinone,Dihydroqinghaosu,284,261,384302,-0.0236,0.1462,0.1461,-0.0226
Clofarabine active form,Nitisinone,266,284,383854,-0.0241,0,0,-0.0232
Cinacalcet,Sodium diethyldithiocarbamate trihydrate,265,289,383824,-0.0243,-0.0243,-0.0243,-0.0237
Dipyridamole,Pyrvinium chloride dihydrate,269,287,383926,-0.026,0,0,-0.025
Azacitidine,Carisoprodol,8,262,384776,-0.0265,-0.0107,-0.0107,-0.0256
Carboplatin,Azacitidine,14,8,383596,-0.0272,0.0022,0.0022,-0.0262
Dronedarone,Tizoxanide,270,293,383964,-0.0288,-0.0286,-0.0286,-0.0277
Ethinyl estradiol,Carboplatin,272,14,383991,-0.0296,-0.0296,-0.0296,-0.0277
Carboplatin,Irinotecan,14,275,383582,-0.0288,0.0005,0.0005,-0.0279
Carboplatin,Triflupromazine,14,295,383591,-0.0296,-0.0296,-0.0296,-0.0282
Carboplatin,Doxorubicin,14,33,383592,-0.0293,0.0001,0.0001,-0.0283
Carboplatin,Mefloquine,14,280,383585,-0.0294,0,0,-0.0284
Cytarabine,Carboplatin,21,14,383610,-0.0294,0,0,-0.0284
Mycophenolic acid,Carboplatin,281,14,384217,-0.0294,0,0,-0.0284
Valproic acid,Hydroxyurea,296,46,384584,-0.0302,0.01,0.01,-0.0292
Sulfinpyrazone,Carboplatin,290,14,384444,-0.0326,-0.0296,-0.0296,-0.0306
Nisoldipine,Carisoprodol,283,262,384276,-0.0326,-0.016,-0.0166,-0.0307
Isoniazid,Carboplatin,276,14,384094,-0.0329,-0.0296,-0.0296,-0.0309
Febuxostat,Clofarabine,273,19,384019,-0.032,0.0133,0.0133,-0.0311
Mycophenolic acid,Isoniazid,281,276,384227,-0.0337,-0.0305,-0.0305,-0.0328
Isoniazid,Cytarabine,276,21,384095,-0.034,-0.0308,-0.0308,-0.033
Aprepitant,Trifluoperazine,260,248,383700,-0.0348,-0.0134,-0.0134,-0.0334
Bortezomib,Febuxostat,11,273,383571,-0.035,0.0104,0.0103,-0.034
Valproic acid,Leflunomide,296,278,384578,-0.0359,0.0043,0.0043,-0.0349
Triflupromazine,Chlorzoxazone,295,264,384553,-0.0363,-0.0363,-0.0363,-0.0353
Trifluoperazine,Nisoldipine,248,283,383651,-0.0381,-0.0214,-0.0215,-0.0364
Carisoprodol,Hydroxyurea,262,46,383768,-0.0378,-0.022,-0.022,-0.0368
Carisoprodol,Carboplatin,262,14,383748,-0.039,-0.0229,-0.023,-0.037
Ethinyl estradiol,Itraconazole,272,277,383998,-0.0396,-0.0396,-0.0396,-0.0377
Dronedarone,Pyrvinium chloride dihydrate,270,287,383960,-0.0383,-0.0107,-0.0107,-0.0378
Mycophenolic acid,Febuxostat,281,273,384224,-0.0389,0.0065,0.0065,-0.0379
Dipyridamole,Sulfinpyrazone,269,290,383928,-0.0401,-0.037,-0.0372,-0.0387
Dipyridamole,Carboplatin,269,14,383911,-0.0404,-0.0106,-0.0109,-0.039
Cinacalcet,Itraconazole,265,277,383821,-0.0408,-0.0396,-0.0396,-0.0393
Pazopanib,Niclosamide,286,282,384364,-0.0408,0.2226,0.222,-0.0394
Isoniazid,Oxyphenbutazone,276,285,384104,-0.0409,-0.0377,-0.0377,-0.0399
Mycophenolic acid,Sulfinpyrazone,281,290,384235,-0.041,-0.0381,-0.0381,-0.04
Leflunomide,Febuxostat,278,273,384146,-0.041,0.0043,0.0043,-0.0401
Nisoldipine,Methotrexate,283,63,384295,-0.0415,-0.025,-0.025,-0.0404
Carisoprodol,Meclofenamic acid,262,279,383755,-0.0429,-0.0268,-0.027,-0.0413
Nisoldipine,Mitotane,283,66,384296,-0.0428,-0.0262,-0.0262,-0.0414
Pyrvinium chloride dihydrate,Itraconazole,287,277,384385,-0.0431,-0.0038,-0.0038,-0.0421
Halofantrine,Carisoprodol,274,262,384043,-0.0446,-0.0288,-0.0288,-0.0436
Carboplatin,Nisoldipine,14,283,383587,-0.0463,-0.0296,-0.0296,-0.0444
Febuxostat,Pyrvinium chloride dihydrate,273,287,384033,-0.0453,0,0,-0.0444
Itraconazole,Isoniazid,277,276,384128,-0.0488,-0.039,-0.0396,-0.0469
Pyrvinium chloride dihydrate,Topiramate,287,294,384394,-0.0482,-0.0063,-0.0063,-0.0472
Cycloguanil,Aprepitant,267,260,383867,-0.0494,0.0566,0.0565,-0.0481
Sodium diethyldithiocarbamate trihydrate,Ethinyl estradiol,289,272,384432,-0.0498,-0.0498,-0.0498,-0.0487
Clofarabine active form,Dipyridamole,266,269,383844,-0.0503,0,0,-0.0493
Sunitinib,Eflornithine,90,271,384813,-0.0513,-0.0504,-0.0513,-0.0499
Carboplatin,Trifluoperazine,14,248,383579,-0.051,0.022,0.022,-0.0502
Cycloguanil,Carisoprodol,267,262,383869,-0.0521,-0.0354,-0.0362,-0.0505
Tizoxanide,Mycophenolic acid,293,281,384517,-0.0516,0.0943,0.0943,-0.0506
Pyrvinium chloride dihydrate,Aprepitant,287,260,384380,-0.0531,0,0,-0.0522
Clofarabine active form,Nisoldipine,266,283,383853,-0.056,0,0,-0.0551
Triflupromazine,Valproic acid,295,296,384565,-0.0566,-0.0406,-0.0406,-0.0552
Pyrvinium chloride dihydrate,Sodium diethyldithiocarbamate trihydrate,287,289,384391,-0.0571,-0.0303,-0.0303,-0.0561
Bortezomib,Nisoldipine,11,283,383574,-0.0572,-0.0408,-0.0408,-0.0563
Ethinyl estradiol,Everolimus,272,37,384012,-0.0575,-0.0575,-0.0575,-0.0564
Topiramate,Sunitinib,294,90,384551,-0.0585,-0.0577,-0.0585,-0.0571
Valproic acid,Temozolomide,296,92,384587,-0.062,-0.0406,-0.0406,-0.06
Sunitinib,Diazoxide,90,268,384811,-0.0612,0.0522,0.0522,-0.0607
Irinotecan,Sulfinpyrazone,275,290,384082,-0.062,-0.0591,-0.0591,-0.061
Trifluoperazine,Fluorouracil,248,41,383664,-0.0632,-0.0417,-0.0417,-0.062
Mercaptopurine,Diazoxide,61,268,384699,-0.0636,0.0522,0.0522,-0.0627
Azacitidine,Trifluoperazine,8,248,384773,-0.0671,-0.0458,-0.0458,-0.0663
Cycloguanil,Sodium diethyldithiocarbamate trihydrate,267,289,383882,-0.0675,0.0378,0.0378,-0.0668
Valproic acid,Irinotecan,296,275,384577,-0.0684,-0.0282,-0.0282,-0.0675
Clofarabine active form,Dronedarone,266,270,383845,-0.0688,0,0,-0.0684
Itraconazole,Irinotecan,277,275,384127,-0.0696,-0.0304,-0.0304,-0.0687
Cinacalcet,Febuxostat,265,273,383819,-0.0702,-0.0702,-0.0702,-0.0688
Triflupromazine,Fluorouracil,295,41,384566,-0.0707,-0.0705,-0.0707,-0.0698
Pyrvinium chloride dihydrate,Nisoldipine,287,283,384387,-0.072,-0.0385,-0.0385,-0.0711
Dihydroqinghaosu,Triflupromazine,261,295,383740,-0.0722,-0.0722,-0.0722,-0.0716
Oxyphenbutazone,Cycloguanil,285,267,384333,-0.0726,0.0326,0.0326,-0.072
Valproic acid,Nisoldipine,296,283,384581,-0.0745,-0.0406,-0.0406,-0.0726
Valproic acid,Sodium diethyldithiocarbamate trihydrate,296,289,384583,-0.0737,-0.0737,-0.0737,-0.0727
Clofarabine active form,Sulfinpyrazone,266,290,383858,-0.0741,0,0,-0.0732
Nisoldipine,Dipyridamole,283,269,384280,-0.0749,-0.0584,-0.0584,-0.0736
Vorinostat,Cycloguanil,106,267,383534,-0.0747,0.0306,0.0306,-0.074
Clofarabine active form,Febuxostat,266,273,383846,-0.0755,0,0,-0.0746
Clofarabine active form,Carisoprodol,266,262,383839,-0.076,0,0,-0.075
Sunitinib,Sodium diethyldithiocarbamate trihydrate,90,289,384825,-0.0756,0.0378,0.0378,-0.0751
Nitisinone,Nisoldipine,284,283,384312,-0.078,-0.0614,-0.0614,-0.0762
Cycloguanil,Chlorzoxazone,267,264,383870,-0.0789,0.0269,0.0269,-0.0777
Trifluoperazine,Pyrvinium chloride dihydrate,248,287,383655,-0.0798,-0.0069,-0.0069,-0.079
Oxyphenbutazone,Sunitinib,285,90,384349,-0.0807,0.0326,0.0326,-0.0803
Chlorzoxazone,Temozolomide,264,92,383811,-0.0818,0.284,0.2839,-0.0806
Mercaptopurine,Oxyphenbutazone,61,285,384705,-0.0831,0.0326,0.0326,-0.0823
Imatinib,Teriflunomide,48,291,384691,-0.0842,0.1573,0.1572,-0.0833
Vorinostat,Mercaptopurine,106,61,383559,-0.0852,0.0306,0.0306,-0.0843
Vorinostat,Nisoldipine,106,283,383544,-0.0854,-0.0689,-0.0689,-0.0844
Clofarabine active form,Pazopanib,266,286,383856,-0.0863,0,0,-0.0854
Dipyridamole,Meclofenamic acid,269,279,383922,-0.0866,0.3026,0.3024,-0.0856
Cycloguanil,Diazoxide,267,268,383872,-0.0867,0.0186,0.0186,-0.086
Pyrvinium chloride dihydrate,Fluorouracil,287,41,384398,-0.088,0,0,-0.0875
Eflornithine,Oxyphenbutazone,271,285,383983,-0.0888,-0.0888,-0.0888,-0.0878
Trifluoperazine,Cycloguanil,248,267,383640,-0.0898,-0.0683,-0.0683,-0.0884
Fluorouracil,Cycloguanil,41,267,384625,-0.0902,0.0159,0.0157,-0.0892
Eflornithine,Chlorzoxazone,271,264,383973,-0.0909,-0.0907,-0.0909,-0.0894
Cycloguanil,Hydroxyurea,267,46,383887,-0.0918,0.0134,0.0134,-0.0911
Febuxostat,Carboplatin,273,14,384018,-0.0922,-0.0469,-0.0469,-0.0912
Sunitinib,Pazopanib,90,286,384823,-0.0936,0.0206,0.0206,-0.0924
Valproic acid,Sunitinib,296,90,384586,-0.0952,-0.0537,-0.0547,-0.0938
Everolimus,Triflupromazine,37,295,384615,-0.095,-0.0949,-0.095,-0.0944
Carboplatin,Niclosamide,14,282,383586,-0.0964,-0.0661,-0.0668,-0.0948
Vorinostat,Sunitinib,106,90,383561,-0.0983,0.0151,0.0151,-0.0978
Fluorouracil,Dipyridamole,41,269,384626,-0.1028,0.259,0.259,-0.102
Pazopanib,Methotrexate,286,63,384373,-0.1035,0.1581,0.1579,-0.1026
Imatinib,Pazopanib,48,286,384687,-0.1041,0.1573,0.1572,-0.1032
Pazopanib,Aprepitant,286,260,384354,-0.1049,0.158,0.1576,-0.1036
Irinotecan,Cycloguanil,275,267,384072,-0.1047,0.0005,0.0005,-0.1041
Cycloguanil,Halofantrine,267,274,383874,-0.1052,0,0,-0.1046
Cycloguanil,Mefloquine,267,280,383877,-0.1052,0,0,-0.1046
Cycloguanil,Topiramate,267,294,383885,-0.1063,-0.1055,-0.1063,-0.1047
Eflornithine,Cycloguanil,271,267,383975,-0.1063,-0.1055,-0.1063,-0.1047
Ethinyl estradiol,Cycloguanil,272,267,383995,-0.1063,-0.1063,-0.1063,-0.1047
Mitotane,Dipyridamole,66,269,384748,-0.108,0.4106,0.4103,-0.1071
Sulfinpyrazone,Cycloguanil,290,267,384448,-0.1092,-0.1056,-0.1063,-0.1076
Dipyridamole,Eflornithine,269,271,383917,-0.1092,-0.1089,-0.1092,-0.1078
Carisoprodol,Everolimus,262,37,383767,-0.109,-0.0929,-0.0931,-0.1079
Clofarabine active form,Trifluoperazine,266,248,383836,-0.1092,0,0,-0.1085
Imatinib,Thiabendazole,48,292,384692,-0.1102,0.1573,0.1572,-0.1093
Azacitidine,Triflupromazine,8,295,384797,-0.1101,-0.1101,-0.1101,-0.1096
Itraconazole,Carisoprodol,277,262,384120,-0.1125,-0.0729,-0.0729,-0.1107
Sunitinib,Azacitidine,90,8,384833,-0.1111,0.0022,0.0022,-0.1107
Itraconazole,Trifluoperazine,277,248,384117,-0.1133,-0.0728,-0.0737,-0.1116
Sunitinib,Irinotecan,90,275,384815,-0.1128,0.0005,0.0005,-0.1124
Mercaptopurine,Azacitidine,61,8,384715,-0.1136,0.0022,0.0022,-0.1127
Chlorzoxazone,Febuxostat,264,273,383797,-0.1143,0.0584,0.0583,-0.1129
Niclosamide,Leflunomide,282,278,384255,-0.1136,0.1503,0.1503,-0.1129
Dihydroqinghaosu,Pazopanib,261,286,383735,-0.1152,0.1462,0.1461,-0.1143
Mefloquine,Mercaptopurine,280,61,384212,-0.1157,0,0,-0.1149
Mycophenolic acid,Mercaptopurine,281,61,384240,-0.1157,0,0,-0.1149
Itraconazole,Sunitinib,277,90,384140,-0.1165,-0.1137,-0.1145,-0.1151
Tizoxanide,Clofarabine active form,293,266,384508,-0.116,0.0297,0.0297,-0.1152
Carisoprodol,Mefloquine,262,280,383756,-0.1164,-0.1006,-0.1006,-0.1155
Pazopanib,Mitotane,286,66,384374,-0.1171,0.1452,0.145,-0.1159
Thiabendazole,Leflunomide,292,278,384488,-0.1171,0.1503,0.1503,-0.1163
Diazoxide,Nitisinone,268,284,383900,-0.1173,0.0522,0.0522,-0.1164
Itraconazole,Mercaptopurine,277,61,384139,-0.1189,-0.1166,-0.1169,-0.1171
Tizoxanide,Nisoldipine,293,283,384518,-0.1193,-0.0854,-0.0854,-0.1175
